M_1	M_2	M_3	M_4	M_5	M_6	M_7	M_8	M_9	M_10	M_11	M_12	M_13	M_14	M_15	M_16	M_17	M_18	M_19	M_20
116.89357308701	241.531083383358	131.346862029574	232.238467523801	197.860229003582	110.943614735139	156.906431053227	183.21376640611	167.565465962374	91.4274225816092	172.111337820016	76.3221196804939	85.4333800836924	160.591449137639	179.193099451719	158.061773063826	145.088484369554	170.807868938949	97.5086829009386	193.142392930158
116.89357308701	241.422698746866	131.346862029574	232.238467523801	216.59282264349	111.559899744194	165.431490654239	183.21376640611	167.565465962373	91.4274225816092	171.45033638045	54.2243753326244	100.867372932804	160.591449137641	195.467948946706	158.061773063826	160.369518080142	169.99222757847	97.4579759516234	193.142392930158
116.89357308701	241.529960218556	130.836283853157	232.238467523801	180.594550768103	111.559899744194	156.906431053227	201.084077336201	167.565465962373	91.4274225816092	156.187858653756	54.2243753326244	85.4333800836924	178.77360561762	179.534469519784	158.061773063826	144.982145308671	170.008183657799	97.5086829009386	193.142392930158
116.89357308701	241.529759143548	146.297699630532	232.238467523801	180.515063338663	111.534529095576	156.906431053225	218.831852892949	167.527411818332	91.3973492652735	172.149803513893	54.2149077556765	84.716351440416	160.591449137641	195.555765417832	157.999354017606	144.982145308671	169.907897508221	97.4579759516234	193.142392930158
116.159754639875	241.529960218556	130.836283853157	232.238467523801	180.594550768103	111.559899744193	156.906431053227	183.21376640611	167.565465962374	91.4274225816092	184.84952268464	54.2243753326244	100.865731902875	160.591449137641	179.534469519784	158.061773063826	144.982145308671	170.807868938951	97.5086829009386	193.142392930158
150.377314505139	241.531083383358	146.358771030753	232.238467523801	180.594488281063	111.508970047699	156.906431053227	183.21376640611	167.565465962373	91.4274225816092	172.245318307643	70.3415650068739	85.4333800836924	160.591449137641	179.534469519784	158.061773063826	145.08926016785	170.807868938949	98.884507829648	193.142392930158
116.89357308701	241.529759143548	130.836283853157	232.238467523801	180.594550768103	122.684817549839	165.48209082528	183.21376640611	167.565465962373	107.96790931019	156.187858653756	70.3793738478142	85.4333800836924	160.591449137641	179.193099451719	158.061773063826	160.500151927406	170.807868938951	97.5086829009386	193.142392930158
116.89357308701	241.529759143548	131.346862029574	232.238467523802	180.594550768103	111.010736690661	156.906431053227	201.033585360575	167.565465962373	125.727989425973	156.187858653755	54.2243753326244	85.4333800836924	160.591449137641	179.193099451719	158.061773063826	144.969815745475	170.008183657799	97.4579759516241	193.163604894169
116.89357308701	241.424709892548	146.537903101032	232.134375902603	180.515063338663	111.559899744194	156.906431053227	183.213766406109	167.565465962373	91.4274225816092	156.187858653756	54.2243753326246	99.6810867944459	160.55550567665	179.193099451719	158.061773063826	144.982145308671	170.807868938949	97.5086829009386	193.142392930158
116.89357308701	241.527947318964	131.346862029574	232.238467523802	180.594550768103	111.559899744194	165.467133269547	201.084077336201	167.565465962373	125.727989425973	172.245318307643	54.2243753326246	85.4333800836924	174.94611596977	179.534469519784	158.061773063826	144.969815745475	185.762847835197	97.5086829009386	210.052226087101
116.89357308701	241.531083383358	131.346862029577	248.068637922504	180.594550768103	111.559899744194	156.906431053227	183.21376640611	167.565465962373	91.4274225816092	156.187858653756	76.3221196804939	85.4333800836921	160.591449137641	179.534469519784	176.957264837189	145.08926016785	170.807868938949	98.8323602413239	193.142392930158
116.89357308701	241.529960218556	130.836283853157	232.082365075349	216.59282264349	111.559899744194	156.245353719304	201.053910533565	167.565465962373	91.4274225816092	156.187858653756	54.2149077556765	85.4333800836921	160.591449137641	179.534469519784	158.061773063826	144.982145308671	170.807868938951	97.5086829009376	193.071885137701
