Measure	Mantel_r	p_value
SVD	0.253927895428323	9.99900009999e-05
JD_r	0.774092920142478	9.99900009999e-05
JD_m	0.769203140915391	9.99900009999e-05
n_DE	-0.0693051002010726	0.908609139086091
JD_DE	0.712134285045345	9.99900009999e-05
JD_EC	0.661603326837725	9.99900009999e-05
c_EC	0.666177582337864	9.99900009999e-05
c_CF	0.398218748347689	9.99900009999e-05
