Measure	Mantel_r	p_value
SVD	0.29030675793192	9.99900009999e-05
JD_r	0.753236828893299	9.99900009999e-05
JD_m	0.733602685993631	9.99900009999e-05
n_DE	0.145355642416877	9.99900009999e-05
JD_DE	0.723320583714085	9.99900009999e-05
JD_EC	0.639326892601663	9.99900009999e-05
c_EC	0.636060890126761	9.99900009999e-05
c_CF	0.316759471236943	9.99900009999e-05
