MNXref	KEGG	BiGG	MetaCyc	ModelSEED	Rhea	EC
MNXR112436	R08946			rxn13954	25408|25409|25410|25411	2.4.1.245
MNXR112437						2.4.1.246
MNXR112438	R08948		2.5.1.67-RXN	rxn14286	14009|14010|14011|14012	2.5.1.67
MNXR112439	R08949			rxn14247		1.14.15.4
MNXR112440	R08950		2.5.1.69-RXN	rxn13981	21676|21677|21678|21679	2.5.1.69
MNXR112441			2.5.1.70-RXN		15433|15434|15435|15436	2.5.1.70
MNXR112442	R08952		2.5.1.71-RXN	rxn14090	10852|10853|10854|10855	2.5.1.71
MNXR112443	R08953					
MNXR112444	R08954			rxn14322		1.3.1.22;1.3.1.30
MNXR112445	R08955			rxn14176		1.1.1.213
MNXR112446	R08956		RXN-9028	rxn13801|rxn13982	25512|25513|25514|25515	2.6.1.86
MNXR112447	R08958			rxn14177		1.1.1.149
MNXR112448	R08959					1.1.1.149
MNXR112449	R08960			rxn14375		1.1.1.213
MNXR112450				rxn14327	46192|46193|46194|46195	1.14.14.23
MNXR112451	R08962		RXN-9297	rxn14093		2.7.1.162
MNXR112453	R08964		2.7.4.24-RXN		10276|10277|10278|10279	2.7.4.24
MNXR112454	R08965			rxn14143		1.14.18.-
MNXR112455			RXN-9995		25690|25691|25692|25693	2.7.7.67
MNXR112456	R08968					2.7.1.-;2.7.1.162
MNXR112457	R08969		2.7.8.27-RXN	rxn14381		2.7.8.27
MNXR112458	R08970		3.1.1.81-RXN	rxn14399	22576|22577|22578|22579	3.1.1.81
MNXR112459	R08972			rxn14081		1.14.20.2
MNXR112460						2.1.1.241
MNXR112463	R08976		RXN-13939		24780|24781|24782|24783	3.1.1.82
MNXR112464	R08977			rxn14026	52368|52369|52370|52371	2.8.2.14;2.8.2.2
MNXR112465	R08978			rxn14214	52356|52357|52358|52359	2.8.2.14;2.8.2.15;2.8.2.2
MNXR112466	R08979		RXN-9984	rxn14397	32595|32596|32597|32598	3.1.1.83
MNXR112467	R08980			rxn14276		1.1.1.62
MNXR112468	R08982		RXN-9936	rxn13949	26019|26020|26021|26022	3.1.3.79
MNXR112469	R08983		RXN-11257			
MNXR112470	R08984					1.14.13.-
MNXR112471	R08985					2.1.1.-
MNXR112472	R08986					1.14.13.-
MNXR112473	R08987					2.1.1.-
MNXR112474	R08988					
MNXR112475	R08989					
MNXR112476	R08990					1.14.13.-
MNXR112477	R08991		RXN0-4181	rxn14146	24902|24903|24904|24905	3.1.4.52
MNXR112478	R08992			rxn14096	25572|25573|25574|25575	
MNXR112479	R08993		RXN-10627	rxn14009	26237|26238|26239|26240	3.1.7.5
MNXR112480	R08994					
MNXR112481	R08995					
MNXR112482					27481|27482|27483|27484	1.14.13.115
MNXR112484	R09032		RXN-7741			1.3.7.12
MNXR112485	R09033					
MNXR112486	R09034					2.3.1.-
MNXR112487	R09035				33191|33192|33193|33194	2.3.1.-
MNXR112488	R09036					2.3.1.-
MNXR112491	R09039					3.2.1.-
MNXR112492	R09040		RXN-8920		27854|27855|27856|27857	2.5.1.93
MNXR112493	R09041					
MNXR112494	R09042		RXN-8922		28146|28147|28148|28149	1.14.13.116
MNXR112495	R09043		RXN-8923			
MNXR112496	R09044					
MNXR112497	R09045					
MNXR112498	R09046					
MNXR112499	R09047					2.7.7.46
MNXR112500	R09048		RXN-8688			
MNXR112501	R09049		RXN-8692			
MNXR112502	R09050		RXN-8693			
MNXR112503	R09051					
MNXR112504	R09052					
MNXR112505	R09053					1.3.7.15
MNXR112506	R09054					4.2.1.165
MNXR112507	R09055					1.1.1.396
MNXR112508	R09056					
MNXR112509	R09059					4.2.1.165
MNXR112510	R09060					1.3.7.15
MNXR112511	R09061					3.1.1.100
MNXR112512	R09063		RXN-17449		49180|49181|49182|49183	2.1.1.333;2.1.1.fy
MNXR112513	R09064					2.5.1.-
MNXR112514	R09065		RXN-17451			2.5.1.-;2.5.1.bl
MNXR112515	R09066					
MNXR112516	R09068					3.1.1.14
MNXR112517	R09069				43488|43489|43490|43491	1.1.1.294
MNXR112518	R09070				43492|43493|43494|43495	1.1.1.294
MNXR112519	R09071		RXN-7679			1.17.7.2
MNXR112520	R09072		RXN-12347			
MNXR112521	R09073		RXN-12348			
MNXR112522	R09075		RXN-10463		25972|25973|25974|25975	1.5.3.15
MNXR112523	R09077		RXN-12089		25808|25809|25810|25811	1.5.3.17
MNXR112524	R09078		RXN-11032		27286|27287|27288|27289	1.1.1.304
MNXR112525	R09080		RXN-11565		34115|34116|34117|34118	1.5.1.43
MNXR112526	R09082		RXN-9380		34099|34100|34101|34102	4.1.1.96
MNXR112527						1.13.11.79
MNXR112528						2.7.1.146
MNXR112529	R09085					2.7.1.147
MNXR112530	R09086					2.7.1.147
MNXR112531	R09088		RXN-9337			
MNXR112532	R09089		RXN-9338			2.6.1.-
MNXR112533	R09090					
MNXR112534	R09091		RXN-8927			
MNXR112535	R09092					1.8.98.1
MNXR112536						
MNXR112537	R09094					
MNXR112538	R09095		RXN-7733		24436|24437|24438|24439	1.12.2.-;1.12.98.3
MNXR112539	R09096					2.3.1.-
MNXR112540	R09099				47104|47105|47106|47107	2.1.2;2.1.2.1
MNXR112541	R09100					
MNXR112542	R09102					1.14.-.-
MNXR112543	R09103					1.1.-.-
MNXR112544	R09104					1.14.-.-
MNXR112545	R09105					3.1.1.-
MNXR112546	R09106		RXN-10749		26470|26471|26472|26473	2.3.1.188
MNXR112547	R09107		RXN-7933			3.5.1.16
MNXR112548	R09108					1.14.13.-
MNXR112549	R09109					1.14.13.-
MNXR112550	R09110					
MNXR112551			RXN-8514		26128|26129|26130|26131	4.2.3.44
MNXR112552	R09112					1.14.13.-
MNXR112553	R09113					1.14.13.-
MNXR112554	R09114					
MNXR112555	R09115		RXN-4882		25552|25553|25554|25555	4.2.3.33
MNXR112556	R09116		RXN-9291		25556|25557|25558|25559	4.2.3.34
MNXR112557	R09117		RXN-4883		25560|25561|25562|25563	4.2.3.35
MNXR112558	R09118		RXN-15399			
MNXR112559	R09119		RXN-4881		25532|25533|25534|25535	4.2.3.28
MNXR112560			RXN-4884		25536|25537|25538|25539	4.2.3.29
MNXR112561	R09121		RXN-7788		25540|25541|25542|25543	4.2.3.30
MNXR112562	R09122		RXN-10626		26233|26234|26235|26236	1.14.13.110
MNXR112563	R09123		RXN-10632		26245|26246|26247|26248	4.2.3.43
MNXR112564	R09127					1.1.2.7
MNXR112565	R09128		MOXXANAU-RXN			1.1.2.7
MNXR112566	R09129		1.2.1.66-RXN		28502|28503|28504|28505	1.1.1.306
MNXR112567	R09130					1.14.12.-
MNXR112568	R09131					1.14.12.-
MNXR112569	R09132					1.3.1.-
MNXR112570	R09133					1.3.1.-
MNXR112571	R09134					1.13.11.1
MNXR112572	R09135					5.5.1.7
MNXR112573	R09136					3.1.1.45
MNXR112574	R09137					1.3.1.32
MNXR112575	R09138					1.3.1.32
MNXR112576	R09139					
MNXR112577	R09140		RXN-10004			4.2.3.39
MNXR112578	R09141					1.14.13.-;1.14.13.25
MNXR112579	R09142					
MNXR112580	R09143					
MNXR112581	R09144					
MNXR112582	R09145					
MNXR112583	R09146					1.14.-.-
MNXR112584	R09147					1.14.-.-
MNXR112585	R09148					1.14.13.25
MNXR112586	R09149					1.1.-.-
MNXR112587	R09150					1.1.-.-
MNXR112588	R09151					1.14.12.11
MNXR112589	R09152					1.14.12.11
MNXR112590	R09153					
MNXR112591	R09154					1.97.1.-
MNXR112592	R09155					1.97.1.-
MNXR112593	R09156					1.13.12.-;1.14.99.39
MNXR112594	R09157		RXN-9150			3.8.1.-
MNXR112595	R09158					
MNXR112596	R09159					1.14.12.12
MNXR112597	R09160					1.14.12.-
MNXR112598	R09161					1.14.-.-
MNXR112599	R09162					1.3.1.29
MNXR112600	R09163					1.13.11.-
MNXR112601	R09164					4.1.1.-
MNXR112602	R09165					1.14.12.-
MNXR112603	R09166					1.3.-.-
MNXR112604	R09167					1.14.-.-
MNXR112605	R09168					3.3.2.-
MNXR112606	R09169					1.14.-.-
MNXR112607	R09170					
MNXR112608	R09171					1.14.-.-
MNXR112609	R09172					
MNXR112610	R09173					
MNXR112611	R09174					1.14.-.-
MNXR112612	R09175					
MNXR112613	R09176					
MNXR112614	R09177					2.1.1.-
MNXR112615	R09178					1.14.-.-
MNXR112616	R09179					
MNXR112617	R09180					2.1.1.-
MNXR112618	R09181					2.8.2.-
MNXR112619	R09182					
MNXR112620	R09183					1.3.1.29
MNXR112621	R09184					1.13.11.-
MNXR112622	R09185					4.1.3.-
MNXR112623	R09186		RXN-8777		35807|35808|35809|35810	4.2.1.141
MNXR112624	R09187					4.2.1.-
MNXR112625	R09188					
MNXR112626	R09189					2.1.1.-;2.1.1.M31
MNXR112627	R09190					1.14.13.232;1.14.13.233
MNXR112629	R09192		RXN-17975		50392|50393|50394|50395	1.3.98.4
MNXR112630	R09193					1.14.13.38
MNXR112632	R09195		RXN-17973			6.3.5.-;6.3.5.M2
MNXR112633	R09196					
MNXR112634	R09197					
MNXR112636	R09199					
MNXR112638	R09201					1.14.12.-
MNXR112639	R09202					
MNXR112640	R09203					
MNXR112641	R09204					1.14.12.-
MNXR112642	R09205					1.3.-.-
MNXR112643	R09206					1.13.11.-
MNXR112644	R09207					4.1.1.-
MNXR112645	R09208					4.1.1.-
MNXR112646	R09209					1.14.12.-
MNXR112647	R09210					1.14.-.-
MNXR112648	R09211					3.3.2.-
MNXR112649	R09212					1.3.-.-
MNXR112650	R09213					1.3.1.-
MNXR112651	R09214		RXN-10096			1.13.11;1.13.11.-
MNXR112652	R09215		RXN-10099			5.5.1.7
MNXR112653	R09216					1.3.-.-
MNXR112654	R09217		RXN-10101			4.5.1;5.5.1.7
MNXR112655	R09218					1.6.-.-
MNXR112656	R09219					1.6.5.-
MNXR112657	R09220		RXN-10107			3.1.1.45
MNXR112658	R09221					5.5.1.7
MNXR112659	R09222		RXN-10106			3.1.1;3.1.1.45
MNXR112660	R09223					1.3.1.32
MNXR112661	R09224					1.3.1.32
MNXR112662	R09225		RXN-10082			5.3.3.-;5.3.3.4;5.5.1.-
MNXR112663	R09226		RXN-10083			3.1.1.-;3.1.1.24
MNXR112664	R09227		RXN-11679			1.14.12;1.14.12.-
MNXR112665	R09228		RXN5F9-56			1.3.1;1.3.1.-
MNXR112666	R09229					5.5.1.1
MNXR112667						1.7.1.-
MNXR112668						1.7.1.-
MNXR112669	R09232					1.7.1.-
MNXR112670	R09233		RXN-8820		46760|46761|46762|46763	1.14.12.24
MNXR112671	R09234				48012|48013|48014|48015	1.14.13.210
MNXR112672	R09235					1.7.1.-
MNXR112673	R09236		RXN-8822			1.1.1.-
MNXR112674	R09237		RXN-8823			1.13.11;1.13.11.-
MNXR112675	R09238					3.7.1.-
MNXR112676	R09239					
MNXR112677						1.7.1.-
MNXR112678						1.7.1.-
MNXR112679	R09242					1.7.1.-
MNXR112680	R09243					1.7.1.-
MNXR112681						2.5.1.86
MNXR112682	R09245		TRANS-PENTAPRENYLTRANSFERASE-RXN	rxn13477	27559|27560|27561|27562	2.5.1.83
MNXR112683	R09246		RXN-11485		27555|27556|27557|27558	2.5.1.82
MNXR112684	R09247		TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN		27794|27795|27796|27797	2.5.1.30
MNXR112685	R09250		TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN		27563|27564|27565|27566	2.5.1.84
MNXR112686	R09251		RXN-11486		27594|27595|27596|27597	2.5.1.85
MNXR112687	R09252					1.3.8.10
MNXR112688	R09253					
MNXR112689	R09254		RXN3O-4157			2.6.1.58
MNXR112690	R09255					2.3.1.64
MNXR112691	R09256					2.3.1.-
MNXR112692	R09257					2.3.1.-
MNXR112693	R09258					2.3.1.-
MNXR112694	R09259					
MNXR112695	R09260					
MNXR112696	R09261					
MNXR112697	R09262					1.1.1.-
MNXR112698	R09263					1.1.1.-
MNXR112699	R09264					1.1.1.-
MNXR112700	R09265					4.2.1.-
MNXR112704	R09269					2.3.1.235;4.2.1.-
MNXR112705						2.1.1.-
MNXR112706						2.1.1.-
MNXR112707	R09272		RXN-10889			1.13.11.-;1.13.11.8
MNXR112709	R09274					
MNXR112710	R09275					
MNXR112711	R09276					
MNXR112712	R09277					
MNXR112713	R09278		RXN-10897			4.1.1
MNXR112714	R09279		RXN-9092		23128|23129|23130|23131	6.2.1.40
MNXR112715	R09282		RXN-8965		38271|38272|38273|38274	4.2.1.153
MNXR112716	R09283		RXN-13230		38267|38268|38269|38270	5.4.1.3
MNXR112717	R09284					5.4.4.3
MNXR112718	R09285					
MNXR112719			RXN-9086		26534|26535|26536|26537	6.2.1.36
MNXR112720	R09287					
MNXR112721	R09288					1.7.1.-
MNXR112722	R09290					2.4.2.-
MNXR112723	R09291		RXN-8957		28082|28083|28084|28085	1.3.1.85
MNXR112724	R09292		RXN-8958		45576|45577|45578|45579	5.4.99.63
MNXR112725	R09293					1.3.8.12
MNXR112726						2.4.1.221
MNXR112727	R09296					2.4.1.222
MNXR112728	R09297					2.4.99.6
MNXR112729	R09298					2.4.99.1
MNXR112730	R09299					2.4.1.-
MNXR112731	R09300					2.4.1.-
MNXR112732	R09301					2.4.1.-
MNXR112733	R09302					2.4.1.-
MNXR112734	R09303					2.4.1.-
MNXR112735	R09304					2.4.1.255
MNXR112736	R09305					4.-.-.-
MNXR112737	R09306					1.1.1.-
MNXR112738	R09307		RXN1A0-6312			5.5.1
MNXR112739	R09308		RXN1A0-6314			4.2.1.-
MNXR112740	R09309					1.1.1.-
MNXR112741	R09310					
MNXR112742	R09311					
MNXR112745	R09314					1.14.14.-
MNXR112748	R09317					1.2.7.4;2.3.1.169
MNXR112749						2.4.1.214
MNXR112750						2.4.1.68
MNXR112751	R09320					2.4.1.-
MNXR112752						1.1.5.8
MNXR112753	R09323					3.2.1.52
MNXR112754						2.4.1.-
MNXR112757	R09327		RXN-16270		45056|45057|45058|45059	1.13.12.22
MNXR112758	R09328		RXN-16288		44356|44357|44358|44359	5.5.1.26
MNXR112759	R09329					1.1.1.-
MNXR112760	R09330					
MNXR112761	R09331		RXN-14853		41564|41565|41566|41567	2.4.1.326
MNXR112762	R09332		RXN-14852		41568|41569|41570|41571	2.4.1.327
MNXR112763	R09333					
MNXR112764	R09334		RXN-14689		37423|37424|37425|37426	1.1.3.45
MNXR112765	R09335		RXN-14688|RXN-14877		37791|37792|37793|37794	1.3.3.14
MNXR112766	R09336					
MNXR112767	R09337					3.1.1.95
MNXR112768	R09338					
MNXR112769	R09339					4.99.1.2
MNXR112771	R09341					
MNXR112772	R09342					
MNXR112773	R09343					
MNXR112774	R09344					
MNXR112775	R09345					2.4.1.-
MNXR112776	R09346					
MNXR112777	R09347					
MNXR112778	R09348					
MNXR112779	R09349					
MNXR112781	R09351		RXN-13380			2.4.1;2.4.1.-
MNXR112782	R09352		RXN-13381			2.4.1;2.4.1.-
MNXR112783	R09353					1.14.13.-
MNXR112784	R09354					
MNXR112785	R09355					
MNXR112786	R09357					
MNXR112787	R09358		RXN-11733		28170|28171|28172|28173	4.1.2.46
MNXR112788	R09359					4.1.2.47
MNXR112789	R09360					
MNXR112790	R09361					
MNXR112791	R09362					
MNXR112792	R09363		RXN-14542		36607|36608|36609|36610	1.14.11.41
MNXR112793	R09364		RXN-14636		38159|38160|38161|38162	4.2.1.145
MNXR112794	R09365		RXN-12730		45016|45017|45018|45019	2.1.1.13;2.1.1.14
MNXR112795	R09366					4.4.1.1;4.4.1.13
MNXR112796	R09368					
MNXR112797	R09369					2.1.1.-
MNXR112798	R09370					2.1.1.96
MNXR112799	R09371					2.1.1.-
MNXR112800	R09372					1.8.1.9
MNXR112801	R09373					2.6.1.-
MNXR112802	R09374		RXN-10056		27282|27283|27284|27285	3.5.1.102
MNXR112803	R09375		RXN-10057		26148|26149|26150|26151|27274|27275|27276|27277	1.1.1.302
MNXR112804	R09376		RXN-14171		26144|26145|26146|26147|27278|27279|27280|27281	1.1.1.302
MNXR112805	R09377		RXN-10058		26140|26141|26142|26143	3.5.4
MNXR112806	R09378		RXN-11782		28246|28247|28248|28249	2.7.1.169
MNXR112807	R09379		RXN-11781		27930|27931|27932|27933	6.3.2.36
MNXR112808	R09380		RXN-10462	rxn14401		2.3.1.15
MNXR112809	R09381			rxn14402		2.3.1.51
MNXR112810	R09382					2.7.7.72
MNXR112811	R09383					2.7.7.72
MNXR112812	R09384					2.7.7.72
MNXR112813						1.14.13.107
MNXR112814	R09386					2.7.7.72
MNXR112815	R09387					3.3.2.8
MNXR112816	R09388		RXN-9948		32379|32380|32381|32382	1.1.1.297
MNXR112817						1.14.13.107
MNXR112818	R09390		RXN-9416			1.14.13.105
MNXR112819	R09391		RXN-9418			1.14.13.105
MNXR112820	R09392					1.14.13.105
MNXR112821	R09393				26097|26098|26099|26100	1.14.13.107
MNXR112822	R09394					4.1.99.22
MNXR112824	R09396		RXN-8079		27373|27374|27375|27376	2.5.1.77
MNXR112825	R09401				42332|42333|42334|42335	6.3.2.32
MNXR112826	R09402		RXN-8152		27413|27414|27415|27416	1.14.11.32
MNXR112827	R09403					1.14.14.39
MNXR112828	R09404					1.14.13.-;1.14.14.1
MNXR112829	R09405					1.14.14.1
MNXR112830	R09406					1.14.14.1
MNXR112831	R09407					1.14.14.1
MNXR112832	R09408					1.14.13.-;1.14.14.1
MNXR112833	R09409					2.5.1.18
MNXR112834	R09410					3.3.2.9
MNXR112835	R09411					
MNXR112836	R09412					
MNXR112837	R09413					
MNXR112838	R09414					
MNXR112839	R09415					
MNXR112840	R09416					1.14.14.1
MNXR112841	R09417					3.3.2.9
MNXR112842	R09418					1.14.14.1
MNXR112843	R09419				50252|50253|50254|50255	2.3.1.199
MNXR112844	R09420					1.1.1.146;1.1.1.184;1.3.1.20
MNXR112845	R09421					1.14.13.-;1.14.14.1
MNXR112846	R09422					
MNXR112847	R09423					1.14.13.-;1.14.14.1
MNXR112848	R09424					1.14.13.-;1.14.14.1
MNXR112849	R09425					1.14.13.-;1.14.14.1
MNXR112850	R09426					2.4.1.17
MNXR112851	R09427					2.4.1.17
MNXR112852	R09428					2.4.1.17
MNXR112853	R09429					
MNXR112854	R09430					
MNXR112855	R09431					
MNXR112856	R09432					
MNXR112857	R09433					
MNXR112858	R09434					
MNXR112859	R09435					
MNXR112860	R09436					
MNXR112861	R09438					
MNXR112862	R09439					
MNXR112863	R09440					
MNXR112864	R09441					1.14.13.-
MNXR112865	R09442					1.14.14.1
MNXR112866	R09443					3.3.2.9
MNXR112867	R09444					2.8.2.14
MNXR112868	R09445		RXN-12129		30215|30216|30217|30218	1.7.5.2
MNXR112869	R09446		RXN-14137		29611|29612|29613|29614	1.7.1.14
MNXR112870	R09447				36335|36336|36337|36338	
MNXR112871	R09448					1.1.-.-
MNXR112872	R09449					1.3.1.93
MNXR112873	R09450		RXN-16395			3.1.2.2
MNXR112874	R09451		RXN-16398		40199|40200|40201|40202	1.14.-.-;1.14.13.205
MNXR112875	R09452		RXN-16400		41728|41729|41730|41731	1.14.-.-;1.14.13.205
MNXR112876	R09453		RXN-9805			1.14.-.-;1.14.13
MNXR112877	R09454				40079|40080|40081|40082	1.14.-.-
MNXR112878	R09455					1.1.-.-
MNXR112879	R09456					1.1.-.-
MNXR112880	R09457					1.2.-.-
MNXR112881	R09458					1.2.-.-
MNXR112882	R09459					1.2.-.-
MNXR112883	R09460					1.14.-.-
MNXR112884	R09461					1.14.-.-
MNXR112885	R09462					1.11.2.3
MNXR112886	R09463					1.11.2.3
MNXR112887	R09464		RXN-1065			3.3.2;3.3.2.-
MNXR112888	R09465				45352|45353|45354|45355	3.3.2.-
MNXR112889	R09466		RXN-13281			4.1.99;4.1.99.5
MNXR112890	R09467		RXN-1022			
MNXR112891	R09468					
MNXR112892	R09469					
MNXR112893	R09470					1.2.1.84
MNXR112894	R09471					
MNXR112895	R09472		RXN-13081		33927|33928|33929|33930	1.14.13.163
MNXR112896	R09473					1.17.2.1
MNXR112897	R09474					2.3.1.20
MNXR112898	R09475					6.2.1.35
MNXR112899	R09476		RXN-9916		30431|30432|30433|30434	5.4.99.35
MNXR112900					27441|27442|27443|27444	1.1.1.307
MNXR112901	R09478		RXN-9009		28078|28079|28080|28081	1.1.1.309
MNXR112902	R09479		RXN-11039		26442|26443|26444|26445	1.1.5.5
MNXR112903	R09480					1.1.9.1
MNXR112904	R09481					1.1.99.33
MNXR112905	R09483		RXN-9774	rxn12206	25896|25897|25898|25899	4.1.1.88;4.1.1.89
MNXR112906	R09484					1.2.1.80
MNXR112907	R09485					1.2.1.80
MNXR112908	R09486		RXN-12077			1.2.7.10
MNXR112909	R09487		RXN-12237		30371|30372|30373|30374	4.1.99.16
MNXR112910	R09488		RXN-12341		31015|31016|31017|31018	4.1.1.92
MNXR112911	R09489				27409|27410|27411|27412	1.3.5.3
MNXR112912	R09491					1.3.7.6
MNXR112913	R09492				30259|30260|30261|30262	1.10.3.12
MNXR112914						1.4.5.1
MNXR112915						1.1.5.6
MNXR112916	R09495		RXN-10744		28210|28211|28212|28213	1.5.3.18
MNXR112917	R09496					1.5.99.13
MNXR112918						1.7.5.1
MNXR112919	R09498		RXN-9762		30219|30220|30221|30222	1.8.1.17
MNXR112921	R09500		RXN-9763			1.8.2.4
MNXR112922	R09501				28494|28495|28496|28497	1.8.5.3
MNXR112923	R09503					1.10.3.9
MNXR112924	R09504				30255|30256|30257|30258	1.10.3.11
MNXR112925						1.11.1.18
MNXR112926	R09506		RXN-12122			1.11.1.20
MNXR112927	R09507					1.11.2.1
MNXR112928	R09508		RXN-12215			1.12.1.4
MNXR112929	R09509					4.3.99.2
MNXR112930	R09510					1.14.11.27
MNXR112931	R09511					1.14.11.27
MNXR112932					27842|27843|27844|27845	1.14.12.22
MNXR112933	R09513		RXN-9770		26077|26078|26079|26080	1.14.13.111
MNXR112934	R09514		RXN-11186		27329|27330|27331|27332	1.14.13.113
MNXR112935	R09515		RXN-9830			1.14.15.16
MNXR112936	R09516		RXN-12069			1.14.15.16
MNXR112937	R09517		RXN-10724		27546|27547|27548|27549	1.14.14.8
MNXR112938						1.14.18.3
MNXR112939	R09519					1.14.99.39
MNXR112940	R09521		RXN-11330		27453|27454|27455|27456	1;1.21.1.1
MNXR112941	R09522		RXN-11331		27457|27458|27459|27460	1.21.1.1
MNXR112942	R09523		RXN-11241		27357|27358|27359|27360	2.1.1.165
MNXR112943	R09524		RXN-9718	rxn09953	27369|27370|27371|27372	2.3.1.190
MNXR112944	R09525		RXN-8425		28643|28644|28645|28646	4.2.3.65
MNXR112945	R09526		RXN-10636		29495|29496|29497|29498	4.2.3.68
MNXR112946	R09527		RXN-11497		28250|28251|28252|28253	2.3.1.194
MNXR112947	R09528		RXN-6724		30411|30412|30413|30414	2.3.1.196
MNXR112948	R09529		RXN-11755		28314|28315|28316|28317	2.4.1.253
MNXR112949	R09530		RXN-11108		26486|26487|26488|26489	2.5.1.76
MNXR112950	R09531		RXN-11190		30515|30516|30517|30518	2.5.1.79
MNXR112951	R09532		RXN-11102		27381|27382|27383|27384	3.1.3.80
MNXR112952	R09533		RXN-11760		28130|28131|28132|28133	3.2.1.167
MNXR112953	R09534		RXN-11759		28134|28135|28136|28137	3.2.1.168
MNXR112954	R09535		RXN-11112		26554|26555|26556|26557	3.4.17.23
MNXR112955	R09536		RXN6666-2		26136|26137|26138|26139	3.5.1.99
MNXR112956	R09537		RXN-10756		26506|26507|26508|26509	3.5.1.99
MNXR112957	R09538		RXN-9614		32487|32488|32489|32490	3.6.1.53
MNXR112958	R09539		RXN-11736		30703|30704|30705|30706	4.1.1.91
MNXR112960	R09541				13949|13950|13951|13952|15237|15238|15239|15240|28795|28796|28797|28798	1.16.1.9
MNXR112961	R09542					1.97.1.12
MNXR112962	R09543		RXN-11475			2.1.1.197
MNXR112963	R09544		RXN-11106		26002|26003|26004|26005	1.1.1.301
MNXR112964	R09545		RXN-11727		28074|28075|28076|28077	1.1.1.308
MNXR112965	R09546		RXN-8969		30159|30160|30161|30162	1.1.1.314
MNXR112966	R09547		RXN-8970		30163|30164|30165|30166	1.1.1.314
MNXR112967	R09548		RXN-12449		30667|30668|30669|30670	1.1.1.314
MNXR112968	R09549		RXN-8962		30303|30304|30305|30306	1.14.13.123
MNXR112969	R09550				27294|27295|27296|27297	1.1.98.2
MNXR112970						1.1.99.32
MNXR112971	R09552				27538|27539|27540|27541	1.1.99.36
MNXR112972	R09553				27542|27543|27544|27545	1.1.99.37
MNXR112973	R09554		RXN-11053		25391|25392|25393|25394	1.2.1.77
MNXR112974	R09555		RXN-2401		48312|48313|48314|48315	1.14.13.208
MNXR112975	R09556		RXN-11054		48308|48309|48310|48311	4.1.2.44
MNXR112976	R09557		RXN-11674		29595|29596|29597|29598	1.2.1.81
MNXR112977	R09558		RXN-8939		30427|30428|30429|30430	4.2.3.77
MNXR112978	R09559		RXN-9293		25371|25372|25373|25374	1.3.99.24
MNXR112979	R09560		RXN-10843		27302|27303|27304|27305	1.4.3.23
MNXR112980	R09561		RXN-6702		27433|27434|27435|27436	1.8.1.16
MNXR112981	R09562		RXN-11623		30231|30232|30233|30234	1.8.3.5;1.8.3.6
MNXR112982	R09563		RXN-6701		27437|27438|27439|27440	1.11.1.17
MNXR112983	R09566		RXN-10844			1.21.3;1.21.98.2
MNXR112984	R09567		RXN-10845		27314|27315|27316|27317	1.13.12.17
MNXR112985	R09568				27397|27398|27399|27400	4.3.3.5
MNXR112986	R09569		RXN-10847		27353|27354|27355|27356	2.1.1.164
MNXR112987	R09570		RXN-10842		26494|26495|26496|26497	1.14.19.9
MNXR112988	R09571					1.13.12.18
MNXR112989	R09572		1.14.11.28-RXN		20265|20266|20267|20268	1.14.11.28
MNXR112990	R09573		RXN-11908		28226|28227|28228|28229	1.14.13.119
MNXR112991	R09574		RXN-4781		28635|28636|28637|28638	4.2.3.61
MNXR112992	R09575		RXN-8971		28230|28231|28232|28233	1.14.13.120
MNXR112993	R09576				28623|28624|28625|28626	1.14.13.121
MNXR112994	R09577		RXN-11907		28627|28628|28629|28630	1.14.13.121
MNXR112995	R09578					1.14.14.40
MNXR112996	R09579					1.14.14.40
MNXR112997	R09580					1.14.14.40
MNXR112998	R09581		RXN-12068		25000|25001|25002|25003	1.14.14.40
MNXR112999	R09583		RXN-12061		25005|25006|25007|25008	1.14.13.125
MNXR113000	R09584		RXN-12062		25009|25010|25011|25012	1.14.13.125
MNXR113001	R09585		RXN-12063		25013|25014|25015|25016	1.14.13.125
MNXR113002	R09586		RXN-12222		30351|30352|30353|30354	1.14.13.130
MNXR113003	R09587					1.14.15.8
MNXR113004	R09588		RXN-11298		37347|37348|37349|37350	6.1.2.1
MNXR113005	R09589		RXN-7488		25070|25071|25072|25073	6.2.1.37
MNXR113007	R09591		RXN1G-121		26176|26177|26178|26179	6.3.1.13
MNXR113010	R09595		RXN-11299		27706|27707|27708|27709	6.3.2.35
MNXR113011			RXN-12042		25273|25274|25275|25276	6.3.2.37
MNXR113012	R09597					6.3.4.19
MNXR113013	R09598					6.3.5.11
MNXR113014	R09599					6.3.5.11
MNXR113015	R09600		5.1.3.23-RXN		24764|24765|24766|24767	5.1.3.23
MNXR113016	R09601		RXN-11783		26385|26386|26387|26388	1.13.11.75
MNXR113017	R09602		RXN-11547		28242|28243|28244|28245	1.14.21.8
MNXR113018	R09603		RXN-8469		26397|26398|26399|26400	1.14.99.42
MNXR113019	R09604					1.14.99.43
MNXR113020	R09605					1.14.99.43
