M_1	M_2	M_3	M_4	M_5	M_6	M_7	M_8	M_9	M_10	M_11	M_12	M_13	M_14	M_15	M_16	M_17	M_18	M_19	M_20	M_21	M_22	M_23	M_24	M_25	M_26	M_27	M_28	M_29	M_30	M_31	M_32	M_33	M_34	M_35	M_36	M_37	M_38	M_39	M_40	M_41	M_42	M_43	M_44	M_45	M_46	M_47	M_48	M_49	M_50	M_51	M_52	M_53	M_54	M_55	M_56	M_57	M_58	M_59	M_60	M_61	M_62	M_63	M_64	M_65	M_66	M_67	M_68	M_69	M_70	M_71	M_72	M_73	M_74	M_75	M_76	M_77	M_78	M_79	M_80	M_81	M_82	M_83	M_84	M_85	M_86	M_87	M_88	M_89	M_90	M_91	M_92	M_93	M_94	M_95	M_96	M_97
227.520746490916	194.077810335749	274.582050569456	128.59983599299	174.643332215416	237.947937107676	200.4507252396	198.424119863228	180.638510883833	159.719474862696	221.180686326698	204.586447350777	137.388121452916	0	165.866860185418	151.510406007099	203.075935030694	142.167595095294	144.77240284582	118.067831863656	127.497616908797	200.113872278866	236.49895073902	239.769740587398	170.424595195284	294.477731756338	154.582316166912	169.891666817318	0	93.8602283410919	0	165.867917424517	194.244711000179	154.693885571296	349.055043428852	191.561863068702	114.078245634671	195.017056940011	195.412172102054	0	111.814219989623	178.480176284841	150.445897094501	132.727381503101	199.651212404578	128.155782087719	120.704820731222	195.572300150033	108.914899650855	161.744157598176	141.675208244721	149.715050558833	116.674984220063	114.603839857056	183.871912355489	78.6199299426876	229.296657093932	264.853264563357	218.277685160336	221.37662218288	199.724500720337	90.0665543722602	0	178.57882535952	265.641283433034	166.167128963028	104.811967940065	205.543791128428	0	139.36102082045	95.3548106044449	168.030520056692	148.846618337722	242.713288622652	194.855933680778	136.147236559539	0	193.176398382416	92.1780822485162	180.391900833992	80.4498035970818	178.468030694816	260.297238523648	0	0	151.12781674926	108.59095767924	130.77289097408	100.447519830332	187.591293150624	110.290032757705	136.654573792889	122.700818161626	237.586752442757	113.973794177112	203.542899926433	80.5653194012117
227.233077904981	192.28007994598	272.433751570479	0	171.1323479352	246.02402455045	196.610040733605	196.866105417283	179.243725981486	159.402261157744	212.102054545361	211.394426133727	135.005014713127	0	164.091832616896	150.374166550545	201.274045183264	126.759417846736	0	0	124.35968095125	200.113872278866	234.15517109908	238.862390788501	171.023545452818	294.468343691167	155.060146614626	168.838274129696	100.854940397216	0	0	165.867917424517	192.537067269031	153.680820129072	354.644940202899	189.302740039975	114.078245634671	197.850528804857	195.412172102054	84.3150950377593	0	176.434361719419	150.486233995937	132.728622607423	198.574402418171	128.067718142022	119.125449918014	193.911029323612	108.914899650855	160.048805772617	137.916230230701	149.118781290162	118.493883007013	114.971208344074	186.963339225376	75.7686298879386	227.682823067091	264.853264563357	218.277685160336	219.992926993414	0	89.8929433570971	0	178.444856326478	264.265157368196	165.134742751978	104.426629731582	205.543791128428	151.167655777747	138.555471326418	95.2017266545124	156.940460997499	146.533239066346	241.291329194576	193.935205305046	130.562500406903	192.861402630114	191.982476205512	92.1755579434407	179.110089338038	79.9857735306307	178.64084055337	260.300986456415	0	0	150.783735701617	108.59095767924	129.451081605666	102.015435682852	186.628533406379	108.504737394849	136.654497340172	122.700818161626	248.253755081894	113.996866898866	202.089743335005	80.6865865502864
227.520746490915	192.28410973712	272.433751570479	0	185.552348646717	235.1810624754	198.856064259787	196.866079820919	179.243725981486	153.477946688302	212.106532911713	211.581082516201	135.003836682821	0	153.419070443975	150.373141870518	201.275729570643	128.702128701646	0	118.067958424167	128.693190633736	200.113872278866	235.046563494714	238.862390788501	171.02353744647	291.943119509524	0	168.838274129696	94.2224996699929	0	156.671127448354	165.866404098639	192.537067269031	151.911673224179	354.6449402029	190.074949748751	114.039677336549	196.287632315071	190.422032054089	84.3150950377593	0	176.434361719419	150.486233995937	132.736941264869	198.574402418171	128.155782087719	119.128843700517	193.911029323612	108.914899650855	160.178611076262	135.993886632681	149.118781290162	118.813102825173	113.981442042457	181.962625843358	75.7686298879386	227.682823067091	263.674851203373	218.277685160336	0	199.724500720337	89.892943357097	127.210040899725	178.578837486458	264.370930622129	163.586578514838	104.429418362878	205.540236069371	151.16631182276	138.555471326418	95.2038497782771	167.0236383792	146.533291554081	241.291329194576	194.231254679747	131.939216905187	0	191.982476205512	92.1776414401898	179.110089338038	79.9857735306305	178.472099452135	260.297238523648	0	84.5739506218034	146.557840189033	108.59095767924	129.450981312425	102.014644768194	186.543270052524	99.2174635467209	133.354947137087	122.703355172188	248.176151336798	113.991541595515	0	80.6865044510815
227.520746490916	194.077810335749	272.424548636683	128.59983599299	185.552348646717	0	198.742040223518	196.302544809697	179.243424881969	159.402261157744	212.106532911714	211.262073928386	135.003967400144	144.022441756099	153.415697788028	150.374166550545	201.278539336138	128.702128701646	0	118.067831863656	124.35968095125	200.113872278866	234.15517109908	238.862390788501	171.023545452818	291.488930721213	155.417726314923	168.908804257402	94.2224996699929	92.1237351984254	155.736904425037	165.867917424517	192.537067269031	151.908115492482	354.644940202899	190.0685160846	114.039613763813	196.244321149391	195.412172102054	0	0	176.434361719419	150.323226685568	133.669832422823	198.574402418171	127.903283260947	119.128156529785	195.572300150033	108.914899650855	157.893729042459	135.771653564901	149.118781290161	118.496670698579	113.981442042457	0	88.6047809597412	227.591571934778	263.567542289659	216.298831085111	226.443565781799	0	89.424730595679	138.947638316674	178.449448387947	264.370930622129	165.134736061219	104.426629731582	205.540236069371	0	138.555471326418	95.163443694989	167.0236383792	145.467462252959	241.287606556636	193.67781264398	130.841917236553	192.861402630114	191.982476205512	92.1776414401897	178.21818765559	79.9857735306306	178.640840553369	260.297238523648	0	0	151.130029012247	108.59095767924	129.348484404604	102.015435682852	0	110.290032757705	136.654573792889	124.032582094462	0	113.973794177112	0	80.6745442387217
227.520746490915	192.28410973712	272.427176216631	127.986050257079	186.541639289412	246.020389751071	198.648035478523	196.861579286559	179.243725981486	159.719474862695	0	211.261995636666	135.005014713127	144.019399027255	153.415697788028	150.297418467704	201.278523013235	142.397903819659	0	118.194528048387	128.693190633736	192.045951899112	235.046563494714	238.862390788501	171.023545452818	286.588129523932	153.099735368383	168.838274129696	0	0	157.556568769402	165.867917424516	192.532208121177	154.039612429686	354.644940202899	189.302740039975	109.170502708365	193.407496035024	195.412172102054	84.3150543150754	0	176.431194851701	150.486233995937	132.882645930852	198.574402418171	128.155782087719	119.224361154951	193.911029323612	108.844480705976	155.798403937533	135.771653564902	149.118781290162	118.879022455533	113.981442042457	181.962625843358	75.7686298879386	227.682823067091	264.853264563357	218.277685160336	0	199.719625355413	89.892943357097	0	177.786356963262	250.921958399477	165.132395698919	104.44862388833	205.543791128428	0	139.47524069705	95.3548274065299	167.0236383792	145.467462252959	241.287606556636	193.67781264398	131.30415857523	192.861402630114	184.759441415134	91.5314827753331	180.39455183076	79.6716162550849	178.64084055337	0	0	83.9648413708991	150.784366243961	107.723739072669	129.349748223679	102.015435682852	185.539490161904	100.625313883586	136.654573792889	122.700818161626	0	113.973794177112	0	79.4627657533387
227.520746490915	192.28410973712	272.433751570479	0	186.541639289412	0	198.73771749031	196.866079820919	179.243725981486	159.402261157744	212.106532911713	211.571085196397	135.004825375196	144.022441756099	164.097438752312	150.414543360281	201.278539336138	118.608605994137	0	118.194528048387	128.693190633736	199.718226755243	234.13396826097	225.991383620305	171.023563212139	293.573108430852	154.265681200842	168.838274129696	93.901260385682	94.4554153385924	0	168.43371921609	192.532780337169	154.039612429686	353.233219346382	188.835468129286	109.17051648141	197.850528804856	195.412172102054	0	110.23264824374	176.434361719419	150.486233995937	132.87430900126	198.574402418171	127.903548643246	119.224361154951	193.911029323612	108.847093767106	160.388522352143	137.916230230701	149.118781290162	117.670860303889	113.981442042457	0	78.1080799412793	227.682823067091	263.480942801379	202.839156700296	222.508643067637	0	89.6743488443408	0	177.790644197809	264.370930622129	165.132389008351	104.44862388833	205.543791128428	151.720234725629	139.47874108847	94.8927415924649	156.940460997499	165.711529939287	241.287606556636	193.67781264398	131.306655296215	192.801736255273	191.982476205513	91.5314827753331	165.402664070672	79.6716162550849	178.64084055337	260.297238523648	0	83.964841370899	151.130029012247	108.59095767924	129.451081605666	102.015435682852	185.539490161904	108.504737394849	136.654573792889	122.700818161626	248.176151336798	114.213764846421	202.089743335005	80.6865865502863
227.520746490915	192.28410973712	274.582050569456	0	187.898880154952	213.159658385205	198.854079766367	196.866105417283	179.243725981486	159.719474862695	213.862407522932	211.261141239496	135.005073331871	144.022441756099	165.866860185417	150.374166550545	201.276579504759	118.99551652251	0	118.194528048387	124.532895007777	200.113872278866	235.046563494714	239.769740587398	171.023545452818	294.468343691167	153.792727161649	168.838274129696	94.2224996699929	94.9621573820854	157.556568769403	168.432152355962	192.537067269031	154.693885571296	354.644940202899	190.916935233147	109.17054719525	197.850528804856	190.422032054089	0	111.814151831273	178.480176284841	150.486233995937	133.817593485515	0	128.067917690743	120.802883177825	193.911029323612	108.847150566779	155.559094381822	125.704475810159	149.118781290162	118.496670698579	113.981442042457	181.962625843358	75.767916139697	227.682823067091	264.853264563357	218.277685160336	223.656196614617	0	88.838365069518	134.381327556838	177.790683022769	264.370930622129	166.164681858163	104.834124732052	205.543791128429	153.122689151544	139.47874108847	95.2018817278835	167.0236383792	147.271798175874	242.709521979847	194.855933680778	131.956675045306	192.859493011922	193.176398382416	92.1776414401897	178.215615824861	80.1319978809215	174.363098564762	260.297238523648	0	84.5739506218034	152.345021650134	108.59095767924	130.772890974079	104.666209498196	0	102.65596655343	136.654497340172	123.654292077994	0	114.213764846421	198.752634600684	80.6745442387215
227.233077904979	0	272.433751570479	0	172.477805488457	248.497446373703	198.742009251053	198.424107568599	180.638510883833	159.402261157744	213.862407522932	211.576425433993	134.998870153834	143.365194863003	154.421193327959	151.510406007099	203.075963344555	142.167595095294	144.430252952688	106.995786915232	127.497616908797	200.113872278866	236.49895073902	238.862390788501	170.427883597287	293.58243949917	153.792727161649	169.891666817318	94.1612464901744	0	0	165.867917424517	191.450034087402	154.693885571296	356.174205066537	188.483012957314	114.039613763813	193.278889046785	195.412172102054	84.3150950377592	112.026685529565	178.480176284841	150.486233995937	133.669832422823	198.236584608517	128.155782087719	119.128843700517	193.911029323612	108.823765987757	160.109030872522	135.073812598528	149.118781290162	117.296228457187	0	186.963339225377	78.1105746555148	229.296657093932	262.085424828664	216.261566932162	224.002558872002	189.075493625965	90.06655437226	0	178.57882535952	264.271361297322	166.164706407879	104.811967940065	205.543791128428	0	139.361020820449	95.3548106044449	168.030520056692	144.850516359733	241.291329194576	194.855933680778	131.487332546477	194.533895325714	184.755180037064	92.1780822485162	166.809137767282	80.4498035970818	178.64084055337	0	0	84.5724018040216	152.345021650134	107.614758118176	129.318561194288	102.015435682852	187.591293150624	107.103428107506	136.654497340172	124.5603640127	248.169827877586	113.974779883533	203.539958681112	79.4629494666895
227.520746490915	0	272.433751570479	127.986050257079	186.541639289412	246.02402455045	198.856064259787	196.838177801529	180.638510883833	158.996463881169	0	211.394426133727	135.004956094434	143.974341088759	164.097438752312	150.374145350127	201.278539336138	140.817134014289	144.772625814304	0	128.693190633736	200.113872278866	235.030695591725	238.862390788501	171.009628542918	291.914691323692	155.060146614626	168.908804257402	94.1612464901744	0	155.912320365511	166.983765457881	192.537067269031	154.039612429686	354.644940202899	190.916935233147	114.036843020503	197.817238382173	195.412172102054	84.4005556711591	110.235306652395	0	150.486233995937	133.661396429151	0	128.155782087719	119.128843700517	193.911029323612	108.853859711899	155.422377452756	137.740742940481	149.118781290162	118.813102825173	113.981442042457	0	92.3819955086974	227.598053911809	264.853264563357	218.240045400454	223.606791154544	199.724500720337	89.8929433570971	138.947638316673	178.57882535952	264.370930622129	165.134742751978	99.9584085001481	193.93114756185	0	139.36102082045	95.1632887468151	167.0236383792	160.722587822385	241.291329194576	193.67781264398	128.520263968153	192.861402630113	191.982476205513	92.1780822485162	178.440654582994	80.4498035970817	178.640840553369	0	0	84.5743662355675	150.78436624396	108.59095767924	133.716527127463	102.015435682852	186.440475972936	108.504762062568	135.483042619956	122.703355172188	0	113.973794177112	202.089743335005	80.7281514127287
227.23307790498	195.798481548405	274.582050569456	0	186.895180096036	247.857062792099	200.4507252396	198.395722491604	180.638510883833	159.402261157744	0	204.586447350777	137.388107490706	148.078069535033	165.866860185417	150.297906853175	201.278515693533	107.384407745642	0	118.067008436103	124.402619103967	199.718226755243	235.596529366454	239.769740587398	171.02353744647	291.505175602824	154.660761224833	169.891666817318	100.854940397216	93.860228341092	156.671127448354	165.867917424517	194.244711000179	153.763213624565	354.6449402029	194.140917914991	114.078294211264	196.287632315071	190.417505467117	84.9630561143087	0	178.480176284841	150.486233995937	132.736941264869	0	128.067917690743	119.128843700517	0	108.853859711899	163.860319179944	141.675208244721	149.715050558833	118.673995587452	114.603839857056	0	81.1234776345743	222.774819089598	264.853264563357	218.277685160336	223.767359068938	199.724500720337	89.8147509212526	138.947638316673	178.57882535952	265.641283433034	165.130906335301	104.811967940065	205.543791128428	148.470135935886	138.142337641679	94.7019896668381	166.593234508251	144.846639184694	242.709521979848	194.855933680778	130.521477592384	194.912873414705	184.759441415134	92.1780822485163	180.391900833992	80.0407813769255	178.640840553369	260.056287514727	0	84.5743662355675	152.009678258946	108.59095767924	130.772890974078	102.015435682852	187.591293150624	104.286472286995	136.654573792889	124.5603640127	248.253755081894	113.996866898866	202.089743335005	80.6865865502864
