M_1	M_2	M_3	M_4	M_5	M_6	M_7	M_8	M_9	M_10	M_11	M_12	M_13	M_14	M_15	M_16	M_17	M_18	M_19	M_20
165.16579449842	264.854007785863	156.53222557037	253.703966454017	246.840110009305	129.347098785834	198.927289371035	163.988749783119	201.458212743848	173.651633376403	170.3608151666	110.651138686794	122.382077188533	168.982256481854	181.260735771897	209.85921020169	183.303748016951	189.484283892511	88.7030907084116	215.758628036616
165.16579449842	271.451003334179	156.53222557037	253.714062776204	264.171565798948	129.352470535009	205.430731581239	163.988749783119	204.868177364822	173.651633376403	170.386987965071	108.002247448002	122.377245683605	170.160560984748	182.042788847879	209.85921020169	177.923385523293	190.200871796185	88.9858821988226	216.102750275357
165.16579449842	266.103264730636	154.659303208821	253.703966454017	246.937555715635	128.955631517221	198.927289371035	189.335396814969	204.868177364822	173.651633376403	170.386987965071	108.002247448002	122.382077188533	169.804970942195	171.117587501412	209.856120403544	176.989581233607	189.719516826689	88.1945824129005	216.102750275357
191.327107148634	266.103264730635	154.659303208821	253.703966454017	246.937555715635	129.352470535009	200.197656225087	163.988749783119	204.868177364822	173.651633376403	170.386987965071	108.22638335947	122.377245683605	170.160560984749	182.044820985701	209.85921020169	177.930106386666	190.200871796185	88.9330406551484	216.102750275357
165.16579449842	267.447780398964	155.874141910375	253.703966454017	246.937555715635	156.188710347688	198.655517612647	163.986512950331	201.458212743848	173.651633376403	170.185094861962	108.226383359469	113.697713571729	169.32492659972	181.260735771897	209.85921020169	177.583531725617	189.484283892511	88.8568075146823	215.758628036616
165.16579449842	267.447780398965	156.53222557037	253.714062776204	246.937555715636	129.352470535009	200.099671769075	163.986512950331	201.458212743848	174.268084595272	170.128171166701	108.002247448002	122.382077188533	169.678506861025	181.840714473877	209.85921020169	181.193672630328	189.922562050003	88.7066963821852	216.264793059185
165.16579449842	266.103264730636	155.987209554415	253.610914997371	246.933787946352	129.352470535009	199.978284885161	163.988749783119	204.868177364822	173.651633376403	170.386987965071	110.651138686794	122.382077188533	170.160560984748	172.198744057663	209.85921020169	177.930106386666	190.200871796185	88.9330406551485	216.102750275357
165.16579449842	267.447780398964	155.987209554415	253.714062776204	264.171565798948	129.352470535009	200.049158483757	163.915710364242	201.458212743848	173.651633376403	170.185094861963	106.679119416787	122.382077188533	168.982256481854	181.840714473877	209.85921020169	182.269440772931	189.964444428941	88.9711937437594	215.758628036616
165.16579449842	266.103264730635	154.659303208821	253.714062776204	246.933787946352	129.352470535009	200.197656225088	163.988749783119	204.868177364821	174.268084595272	170.386987965071	106.697401553456	122.382077188533	170.160560984748	177.532436717315	209.856120403544	177.930106386666	190.200871796185	88.830489801275	216.102750275357
165.16579449842	271.451003334179	156.53222557037	253.714062776204	246.933787946352	129.352470535009	200.197656225087	163.988749783118	232.326893263551	173.587754949143	170.329929153491	107.608016205392	122.377245683605	170.160560984748	182.044820985701	209.85921020169	177.923385523292	190.200871796185	88.9330406551485	216.264793059185
165.16579449842	271.451003334179	155.874141910376	258.815084389469	246.933787946352	128.955631517221	202.890330568797	163.986512950331	204.868177364821	173.651633376403	170.386987965071	108.002247448002	113.716869341817	170.160560984749	181.463541643638	209.856120403544	177.930106386666	189.719516826688	89.7025768581673	216.102750275357
165.16579449842	272.738051690438	156.53222557037	253.714062776204	246.937555715635	129.352470535009	199.92240466888	163.986512950331	202.033910058776	173.651633376403	170.185094861962	107.611317029606	113.706226106415	169.678506861025	181.840714473877	209.85921020169	170.586343998614	189.964444428941	89.2343869326051	215.758628036616
165.16579449842	271.451003334179	156.53222557037	253.600826882698	246.937555715635	129.352470535009	202.956544350899	163.988749783119	204.868177364821	173.651633376403	170.386987965071	110.651138686794	122.377245683605	170.160560984748	182.044820985701	209.85921020169	177.309738006499	190.200871796184	88.9153910583816	216.093696848367
165.214510793238	272.738051690438	156.873569625712	253.703966454017	246.933787946352	156.188710347688	198.927289371035	163.986512950331	201.458212743848	173.587754949143	170.111913218018	108.002247448002	122.377245683605	169.648623294853	181.260735771897	209.779297780412	177.572038097179	189.76235418145	88.7066963821852	215.758628036616
165.16579449842	266.103264730636	154.659303208821	253.714062776204	246.937555715635	129.352470535009	200.197656225087	163.988749783119	204.868177364821	173.651633376403	170.386987965071	106.68997046052	122.382077188533	170.160560984749	177.532436717315	209.85921020169	177.923385523292	210.63174772656	88.830489801275	216.093696848367
191.327107148634	264.854007785862	154.659303208821	253.714062776204	246.937555715635	129.317130440822	199.978284885161	163.988749783119	201.458212743848	173.651633376403	170.185094861963	108.002247448002	122.382077188533	170.278937570731	170.65547318771	209.85921020169	182.269440772931	189.964444428941	89.0164637154161	215.749603419439
165.16579449842	271.451003334179	156.532225570369	253.714062776204	246.937555715635	129.352470535009	203.677541773048	163.986512950331	204.868177364821	173.651633376403	170.38698796507	110.651138686794	113.720490729943	170.160560984748	177.532436717315	209.856120403544	177.930106386666	190.200871796184	88.830489801275	216.102750275357
191.327107148634	271.451003334179	156.53222557037	253.714062776204	246.933787946352	129.352470535009	200.197656225087	163.988749783119	204.911930220485	173.651633376403	170.386987965071	108.002247448002	122.377245683605	170.160560984748	182.044820985701	209.85921020169	177.930106386666	190.258412063583	88.9153910583816	216.102750275357
165.16579449842	271.451003334179	156.53222557037	258.815084389469	246.937555715635	129.352470535009	199.978284885161	163.986512950331	204.868177364822	173.651633376403	170.386987965071	107.998922598127	122.382077188533	170.160560984749	182.044820985701	209.85921020169	177.930106386666	190.200871796185	88.801408349914	216.093696848367
165.16579449842	307.63694673129	155.874141910376	253.714062776204	246.937555715635	129.352470535009	203.562897904354	163.988749783119	201.458212743848	173.651633376403	170.185094861962	107.611317029606	122.382077188533	169.32492659972	181.260735771897	209.85921020169	183.292023730368	189.964444428941	88.7066963821854	215.758628036616
165.16579449842	267.447780398964	154.659303208821	253.714062776204	246.933787946352	129.352470535009	196.622615732769	163.986512950331	201.458212743848	173.651633376403	170.185094861962	106.679119416787	122.382077188533	168.982256481854	170.65547318771	209.85921020169	182.607413145228	189.964444428941	89.2343869326051	216.264793059185
165.16579449842	266.103264730636	156.53222557037	253.714062776204	246.933787946352	129.352470535009	200.197656225087	163.988749783119	204.868177364821	173.651633376403	170.386987965071	108.002247448002	122.382077188533	170.160560984748	177.532436717315	209.85921020169	177.940604135282	210.63174772656	88.830489801275	216.102750275357
165.16579449842	271.002452615778	156.529479726486	253.703966454017	246.937555715635	128.950292676667	200.197656225087	163.915710364242	201.458212743848	174.268084595272	170.185094861963	108.006537156495	122.382077188533	169.707581141851	181.260735771897	209.85921020169	169.71174512118	189.484283892511	88.5481499995773	215.758628036616
165.16579449842	271.451003334179	156.53222557037	253.714062776204	246.933787946352	129.347098785834	200.197656225087	163.988749783119	204.868177364821	173.651633376403	170.386987965071	108.002247448002	122.382077188533	170.160560984748	182.044820985701	209.85921020169	177.930106386666	190.200871796184	88.9270543790059	219.607099109581
165.163929805931	264.854007785862	156.532225570371	253.703966454017	246.937555715635	129.308881185479	199.978284885161	189.335396814969	201.458212743848	173.651633376403	170.185094861962	106.697401553456	122.377245683605	169.32492659972	171.080498126192	209.85921020169	178.089704843437	189.964444428941	88.7066963821852	215.758628036616
165.163929805931	270.992819719586	155.874141910376	253.714062776204	246.937555715636	129.352470535009	200.142867488933	163.999936149556	202.71550190595	173.651633376403	171.530050567068	110.651138686794	122.382077188533	169.648623294853	177.493368712482	209.856120403544	183.292023730368	189.76235418145	88.7066963821852	214.539750824988
165.16579449842	267.447780398964	155.987209554414	253.714062776204	246.933787946352	129.317130440822	198.927289371035	163.988749783119	201.458212743848	173.651633376403	170.185094861962	108.002247448002	122.383635557288	168.631568995992	181.260735771897	209.85921020169	182.180855952709	210.63174772656	88.7066963821852	216.343020885546
165.16579449842	271.451003334179	156.53222557037	258.815084389469	246.937555715635	129.352470535009	203.677541773049	163.988749783119	204.868177364821	173.651633376403	170.38698796507	106.693215202909	122.382077188533	170.160560984748	182.044820985701	209.776210334933	177.930106386666	190.200871796185	88.801408349914	216.102750275357
165.16579449842	266.098824852619	156.53222557037	253.714062776204	246.937555715635	129.352470535009	203.677541773049	163.988749783119	204.868177364821	173.651633376403	170.386987965071	108.002247448001	113.720490729943	170.215356659053	182.044820985701	209.856120403544	207.182825077759	190.200871796185	88.9153910583816	216.102750275357
165.16579449842	271.451003334179	154.659303208821	253.703966454017	246.933787946352	129.352470535009	200.197656225087	163.988749783119	204.868177364822	173.651633376403	170.386987965071	106.68834784793	122.382077188533	170.160560984748	182.044820985701	225.465955360271	177.930106386666	190.258412063583	88.9153910583816	216.102750275357
165.16579449842	271.451003334179	156.53222557037	258.815084389469	246.933787946352	128.955631517221	202.890330568798	163.988749783119	204.868177364822	173.651633376403	170.386987965071	108.002247448003	122.382077188533	169.804970942195	182.044820985701	209.85921020169	177.930106386666	189.719516826689	88.7066963821852	216.024696080848
165.16579449842	271.451003334179	156.53222557037	253.703966454017	264.171565798948	129.352470535009	202.838901816406	163.988749783119	204.868177364822	173.651633376403	170.38698796507	106.686454767884	122.377245683605	170.160560984749	182.044820985701	209.85921020169	177.930106386666	205.676182852365	88.9153910583816	216.102750275357
165.16579449842	272.738051690438	155.874141910376	253.714062776204	246.937555715635	129.317130440822	198.927289371035	163.988749783119	201.458212743848	173.651633376403	170.443928912923	107.611317029606	113.702605626722	168.982256481854	199.585151857743	209.85921020169	183.292023730368	189.484283892511	88.7030907084117	215.758628036616
191.327107148634	271.101418120459	155.874141910376	253.714062776204	246.937555715635	128.950292676667	198.927289371035	163.986512950331	201.458212743848	173.587754949143	170.185094861963	108.230973522976	113.706226106415	170.226185521992	181.840714473877	209.85921020169	170.586343998614	189.484283892511	88.7066963821852	215.758628036616
165.163929805931	266.103264730636	155.987209554415	253.714062776204	246.933787946352	129.352470535009	202.890330568798	163.986512950331	204.868177364821	173.651633376403	170.38698796507	106.693215202909	122.382077188533	170.160560984748	177.493368712482	209.856120403544	207.182825077759	190.258412063583	88.7675017724143	216.102750275357
165.16579449842	271.451003334178	156.53222557037	253.610914997371	246.937555715635	129.347098785834	200.197656225087	163.986512950331	204.868177364822	173.651633376403	170.386987965071	106.683210436672	138.329017384058	170.160560984748	172.198744057663	209.85921020169	177.930106386666	190.200871796184	88.9153910583816	216.102750275357
165.16579449842	267.447780398964	156.53222557037	253.714062776204	246.840110009305	129.352470535009	200.197656225087	163.986512950331	201.458212743848	173.651633376403	170.185094861962	110.651138686794	122.382077188533	168.982256481854	181.840714473877	209.85921020169	183.292023730368	189.964444428941	88.3739624904755	215.758628036616
165.16579449842	267.447780398964	156.53222557037	253.714062776204	246.933787946352	129.347098785834	202.890330568798	163.988749783119	201.458212743848	173.651633376403	170.185094861962	108.002247448002	113.720490729943	196.872432993122	181.260735771897	209.85921020169	177.572038097179	189.484283892511	88.7066963821852	215.758628036616
