M_1	M_2	M_3	M_4	M_5	M_6	M_7	M_8	M_9	M_10	M_11	M_12	M_13	M_14	M_15	M_16	M_17	M_18	M_19	M_20
65	81	58	68	73	44	67	74	53	58	66	53	42	49	53	70	53	60	43	51
66	77	57	67	73	43	68	74	59	58	60	50	48	48	54	68	53	59	42	54
66	81	58	68	73	43	68	73	59	57	67	53	51	43	53	66	52	58	43	40
66	86	58	67	73	45	70	74	59	57	68	44	50	48	53	70	53	58	44	51
65	81	47	69	72	46	69	76	62	58	71	53	51	49	51	68	55	60	40	50
65	82	58	68	72	45	71	74	60	57	70	52	50	48	53	68	39	59	42	54
65	85	58	58	61	45	66	76	59	58	63	52	50	48	54	59	54	58	43	53
65	82	57	59	72	45	70	73	60	54	65	51	51	35	53	61	54	58	44	52
66	81	56	68	63	44	69	76	62	58	70	50	51	35	54	70	45	58	45	52
65	85	57	68	72	45	70	61	60	58	68	47	51	49	53	66	52	60	45	51
65	79	56	67	72	45	71	75	60	57	60	52	52	49	54	70	54	58	44	51
65	79	56	67	72	41	68	74	62	58	72	53	51	49	53	71	54	52	44	51
54	80	57	60	72	43	69	74	61	58	69	51	51	49	53	67	54	60	44	53
66	82	57	60	61	45	71	73	60	53	68	52	50	48	54	61	46	60	44	52
66	85	58	69	73	44	71	75	43	58	71	52	51	48	54	68	55	59	45	54
65	84	58	66	72	44	68	61	61	57	70	52	50	49	53	59	53	53	45	52
65	84	56	68	72	44	72	61	60	57	68	53	51	50	53	70	55	59	45	51
65	81	57	65	54	45	71	67	60	58	67	51	51	49	53	71	55	60	42	51
66	83	58	68	72	43	71	73	60	58	69	50	49	44	54	70	56	58	39	52
65	87	56	69	72	45	53	73	59	58	69	52	48	48	53	61	54	61	45	54
66	81	58	68	71	45	72	73	61	58	69	52	51	48	53	68	46	61	37	40
66	81	58	69	54	45	70	67	59	53	68	52	50	48	53	66	55	59	43	52
