M_1	M_2	M_3	M_4	M_5	M_6	M_7	M_8	M_9	M_10	M_11	M_12	M_13	M_14	M_15	M_16	M_17	M_18	M_19	M_20	M_21	M_22	M_23	M_24	M_25	M_26	M_27	M_28	M_29	M_30	M_31	M_32	M_33	M_34	M_35	M_36	M_37	M_38	M_39	M_40	M_41	M_42	M_43	M_44	M_45	M_46	M_47	M_48	M_49	M_50	M_51	M_52	M_53	M_54	M_55	M_56	M_57	M_58	M_59	M_60	M_61	M_62	M_63	M_64	M_65	M_66	M_67	M_68	M_69	M_70	M_71	M_72	M_73	M_74	M_75	M_76	M_77	M_78	M_79	M_80	M_81	M_82	M_83	M_84	M_85	M_86	M_87
63	67	79	57	72	72	77	65	65	62	70	50	71	67	68	74	71	58	60	48	67	81	76	69	95	79	62	53	64	69	61	72	77	92	58	67	70	70	50	62	62	63	60	68	62	65	53	73	58	61	93	85	68	74	76	52	67	80	82	73	59	87	60	71	48	66	71	66	57	56	64	69	57	59	73	80	46	58	61	52	66	60	76	64	66	83	61
64	65	79	56	72	72	77	65	70	64	70	50	71	68	67	75	71	57	57	50	67	81	75	69	95	79	62	54	64	69	60	64	74	97	56	67	69	69	49	60	62	63	53	68	62	66	53	64	59	60	88	81	63	74	73	52	65	80	84	75	59	87	61	75	48	72	71	64	59	57	63	67	58	57	71	80	48	58	60	48	64	60	76	64	66	85	55
64	67	79	65	71	71	77	65	64	67	70	50	71	67	63	75	71	57	57	49	67	81	76	69	96	79	64	53	64	69	61	64	77	92	55	66	72	69	50	62	64	62	62	68	62	65	53	59	58	60	87	85	61	72	76	51	67	78	82	76	59	87	59	71	48	66	71	66	57	57	64	65	62	57	74	80	48	58	60	49	64	54	72	62	67	85	56
64	71	72	56	71	63	77	65	65	65	70	50	71	67	67	75	71	57	60	50	66	77	76	68	96	79	62	53	64	69	60	68	77	90	59	65	75	70	50	62	64	62	62	68	69	66	55	73	58	60	87	85	61	72	72	58	66	80	82	75	60	87	59	66	50	72	71	66	57	57	64	69	57	57	73	80	45	57	60	52	64	59	73	64	66	85	61
75	67	79	56	70	73	77	65	71	67	70	50	68	67	68	74	71	57	60	48	67	81	76	68	95	80	62	49	64	69	61	64	77	90	58	67	72	68	50	60	62	61	62	68	62	67	53	73	58	60	92	88	61	74	78	51	72	80	82	73	58	87	58	68	48	66	77	66	57	57	64	68	57	54	73	80	48	58	61	49	64	54	77	60	66	90	59
61	73	72	55	69	71	78	65	71	65	70	50	67	67	63	75	71	57	57	51	67	81	76	68	95	79	62	54	64	69	60	64	77	92	58	65	69	70	50	62	64	55	60	68	62	67	53	60	59	60	93	81	65	72	73	51	67	81	82	76	60	89	59	73	48	66	71	66	57	57	64	67	57	59	73	80	46	58	61	49	64	60	73	64	66	83	57
64	67	72	56	73	72	77	65	71	67	70	50	70	67	67	75	71	57	57	50	67	77	75	67	95	79	66	52	64	69	60	68	77	90	58	63	69	69	51	62	62	61	60	73	72	66	53	58	58	60	91	85	61	72	76	51	64	76	82	73	59	89	59	71	48	66	71	66	57	55	64	69	57	59	73	85	48	56	61	49	64	60	74	64	66	83	63
70	67	79	56	72	73	78	65	71	67	70	51	68	68	68	74	71	57	57	51	67	81	75	68	95	79	64	53	66	69	60	64	75	92	56	66	69	69	50	62	62	59	60	68	69	73	55	73	58	60	93	85	61	72	73	51	71	81	82	73	60	89	61	73	50	66	71	66	57	57	64	67	57	56	73	88	48	58	61	49	64	54	71	65	64	85	61
61	71	72	65	69	71	73	65	65	67	70	50	71	67	67	74	70	61	57	50	67	81	76	68	95	79	63	53	64	69	60	64	77	92	56	66	72	69	50	62	62	61	53	68	62	64	53	73	58	60	93	85	61	74	76	50	68	81	82	74	60	89	61	73	48	66	71	64	57	56	64	67	57	57	73	80	48	58	60	49	66	54	71	64	66	83	57
62	67	72	56	77	71	70	65	65	62	70	50	70	67	67	74	70	57	60	50	67	77	75	69	95	79	62	51	63	68	60	64	77	97	58	67	69	69	49	62	62	61	62	68	62	62	53	72	58	60	91	85	61	72	76	51	66	80	84	75	62	90	61	73	48	66	71	64	57	56	63	71	57	57	75	80	46	57	61	49	65	60	72	65	66	85	57
62	67	79	67	74	72	77	65	71	67	70	50	71	64	67	75	71	58	53	50	67	81	74	68	94	79	62	51	64	69	60	68	71	92	60	67	69	69	49	56	62	62	60	68	69	65	53	73	58	60	93	85	61	72	76	51	67	80	82	75	58	89	59	71	48	66	71	66	66	56	64	67	57	57	74	80	48	57	60	48	64	60	73	65	66	85	61
62	67	79	62	69	71	74	65	71	67	70	50	71	67	67	74	71	58	60	51	67	81	76	74	95	79	62	53	64	69	61	55	77	92	59	65	69	69	50	56	62	60	62	68	62	66	53	60	59	61	92	85	61	74	76	51	65	76	83	73	60	87	61	71	48	68	71	66	57	57	64	71	58	57	72	80	48	58	57	49	65	60	72	64	66	89	61
64	67	73	67	71	72	78	65	65	67	70	50	70	68	67	74	71	61	57	50	67	81	75	82	95	79	64	54	64	69	61	64	76	92	59	66	72	69	50	62	64	61	60	68	62	64	53	73	59	60	93	88	61	72	76	51	65	81	84	75	60	89	60	71	48	66	77	66	57	57	64	71	57	57	72	88	48	57	61	53	64	54	77	64	66	85	61
64	63	73	70	73	67	77	65	65	65	70	50	70	68	60	81	71	57	57	50	67	81	76	69	95	79	64	51	64	68	62	67	77	92	55	65	69	69	50	60	62	61	60	68	69	65	53	73	58	60	87	85	61	72	70	50	71	80	84	73	59	87	60	73	48	66	71	66	57	57	64	71	57	56	72	80	46	58	51	49	64	60	74	64	66	85	55
64	66	72	56	69	71	77	65	70	69	70	50	69	68	67	74	71	57	60	48	67	81	75	83	95	79	62	53	64	69	60	64	77	92	58	65	69	69	50	55	62	61	60	68	63	65	53	59	58	60	93	85	61	72	70	51	65	80	84	76	60	87	60	66	50	66	71	64	57	56	63	67	57	58	73	80	46	58	62	49	64	54	72	64	66	85	61
64	71	79	62	71	71	66	65	65	65	71	50	71	67	63	75	71	57	57	50	61	81	76	69	95	79	66	51	63	69	60	66	70	92	60	66	69	70	50	62	60	63	62	68	62	65	55	73	58	60	87	85	61	72	70	52	71	80	82	75	60	87	59	71	48	66	71	66	57	57	63	67	57	57	74	79	48	58	60	53	63	54	73	64	66	83	61
64	67	80	67	71	72	77	65	65	67	70	50	70	67	67	74	71	58	60	50	67	77	76	67	96	79	64	51	64	69	60	68	77	92	56	67	69	69	50	56	64	55	60	68	62	66	53	72	58	60	90	85	61	74	76	52	71	80	82	75	61	89	61	71	48	66	71	64	57	57	63	67	57	59	73	80	46	58	60	53	64	60	76	64	66	85	60
64	67	69	71	69	73	77	65	65	67	70	50	80	67	67	74	71	58	57	51	67	81	74	69	95	79	62	53	64	69	61	71	77	92	58	67	69	69	50	56	62	61	60	68	69	65	55	73	58	60	93	84	65	77	76	49	66	76	82	75	59	89	60	71	52	66	71	63	57	56	64	67	57	57	71	80	48	57	55	53	65	60	76	64	66	85	61
64	67	72	62	69	70	77	65	65	67	70	50	71	68	68	75	71	57	57	50	68	81	76	74	96	79	62	53	64	69	61	64	77	92	58	67	68	66	49	62	62	55	62	68	62	65	53	61	59	60	92	81	61	72	76	51	71	80	84	76	59	87	61	71	48	66	71	64	57	57	64	71	57	57	73	84	48	58	57	49	66	54	73	64	66	85	57
61	72	72	65	71	73	77	65	65	67	70	50	70	68	67	75	71	57	57	50	67	81	76	69	95	79	62	53	64	68	60	69	76	92	58	65	69	69	50	62	62	62	60	68	69	65	53	60	59	61	93	88	63	72	76	51	71	81	82	73	62	87	61	71	50	72	71	66	57	57	64	69	57	59	73	84	48	58	60	49	62	54	71	64	66	83	57
65	70	72	57	69	72	77	65	65	67	70	50	71	68	68	75	71	57	57	52	67	81	75	68	92	79	62	53	64	69	61	64	77	92	56	66	69	69	49	66	62	55	60	68	69	65	53	60	58	60	87	88	63	72	76	51	65	80	82	75	60	89	61	71	48	66	71	66	57	57	63	71	58	58	74	80	48	58	64	49	65	60	73	64	66	89	61
62	67	72	56	73	73	70	64	70	67	70	50	70	68	58	74	70	57	60	48	67	81	75	68	95	78	63	53	61	69	62	71	71	92	58	67	69	68	50	56	64	55	62	68	62	73	53	60	58	60	91	85	63	72	75	50	71	76	82	75	60	89	59	70	50	66	71	64	57	53	64	69	55	54	72	80	46	58	60	50	66	60	76	64	66	85	61
62	71	79	56	72	71	77	65	71	67	70	50	71	67	67	73	71	62	60	51	67	77	76	69	95	79	75	54	64	69	60	65	71	90	58	66	69	68	49	62	64	63	60	68	62	65	55	73	58	60	93	85	62	72	75	51	71	80	82	75	60	87	59	71	50	68	71	66	57	57	64	71	57	57	75	80	48	58	61	49	65	54	72	64	66	85	57
62	67	79	62	73	71	74	65	65	62	70	50	71	67	63	74	71	58	60	49	67	81	76	67	96	79	64	52	64	69	61	64	77	92	58	65	69	69	50	60	62	55	62	68	62	65	53	60	58	60	93	85	61	74	76	51	71	75	84	75	60	87	59	71	50	72	77	66	56	57	64	71	57	57	74	80	46	57	60	49	65	60	74	64	66	87	58
64	70	79	56	70	73	78	65	65	67	70	50	69	67	67	74	71	62	60	50	67	77	76	69	95	79	62	48	64	69	61	66	77	92	58	67	72	68	50	56	62	56	62	68	63	63	53	60	59	60	92	85	61	72	76	51	67	80	82	73	60	89	59	71	48	66	71	64	57	57	59	67	57	59	72	80	48	58	57	53	65	60	74	64	66	85	57
62	65	72	70	74	73	70	61	65	68	70	50	71	67	68	74	71	57	60	50	67	81	76	69	96	78	63	54	64	68	60	53	77	92	58	66	69	69	50	62	62	61	62	68	62	64	53	72	59	60	93	85	61	72	76	51	65	80	82	75	59	89	61	66	48	72	71	66	57	56	64	67	57	59	74	80	46	58	61	49	65	56	76	64	66	85	57
62	67	72	65	73	71	77	65	65	66	70	50	69	67	63	76	71	57	60	49	67	81	76	83	95	79	64	54	64	69	60	69	77	92	58	67	72	69	50	62	62	62	60	68	69	66	53	73	58	60	93	85	65	72	76	52	71	81	84	73	59	87	61	71	48	66	77	66	57	56	64	71	58	57	74	85	46	57	64	49	66	60	74	65	66	83	61
64	67	79	56	69	71	77	65	65	67	70	50	70	68	68	75	71	57	57	49	67	81	75	68	97	79	74	54	64	69	60	64	77	78	59	68	70	69	50	62	62	55	60	70	62	65	53	72	62	60	93	85	61	73	76	51	64	80	82	75	58	89	58	71	48	66	71	64	57	57	64	67	57	57	60	80	48	57	61	49	65	54	72	64	66	85	59
63	67	80	67	70	71	78	64	71	67	70	50	70	67	67	74	73	57	60	51	67	77	76	69	95	79	64	53	64	69	61	65	77	92	58	67	69	69	50	62	62	61	60	68	62	69	53	60	58	60	93	88	63	72	76	51	71	81	82	75	60	89	61	73	50	72	77	66	57	57	64	71	57	57	73	80	48	58	60	48	65	60	73	64	66	83	57
62	67	72	62	73	71	78	65	71	65	70	50	71	64	63	75	73	56	61	51	67	77	76	68	95	79	64	51	64	69	60	64	77	92	58	68	69	69	50	62	62	61	62	68	62	65	53	74	59	60	93	85	61	72	71	51	66	76	84	73	59	89	61	68	48	66	71	66	57	55	64	67	57	57	72	80	48	57	60	49	65	60	72	64	66	83	58
64	71	72	56	73	72	77	65	65	67	70	50	70	68	68	74	71	58	57	48	67	81	76	69	95	79	62	54	64	69	60	68	70	92	60	66	69	69	49	62	62	55	62	68	69	65	53	64	58	60	93	85	61	72	76	52	66	78	82	76	60	89	59	73	48	72	71	66	57	57	64	67	57	57	72	85	45	58	60	48	65	54	73	64	66	85	60
64	67	72	59	71	71	77	65	65	67	70	50	70	68	69	74	78	62	57	48	61	81	75	69	96	79	62	53	66	69	60	64	77	90	58	67	69	70	51	56	64	61	60	68	69	68	53	72	58	60	87	85	65	72	70	51	71	80	84	73	62	87	58	73	48	66	72	66	57	57	64	67	57	57	75	80	48	58	51	49	65	54	74	64	62	83	60
