M_1	M_2	M_3	M_4	M_5	M_6	M_7	M_8	M_9	M_10	M_11	M_12	M_13	M_14	M_15	M_16	M_17	M_18	M_19	M_20	M_21	M_22	M_23	M_24	M_25	M_26	M_27	M_28	M_29	M_30	M_31	M_32	M_33	M_34	M_35	M_36	M_37	M_38	M_39	M_40	M_41	M_42	M_43	M_44	M_45	M_46	M_47	M_48	M_49	M_50	M_51	M_52	M_53	M_54	M_55	M_56	M_57	M_58	M_59	M_60	M_61	M_62	M_63	M_64	M_65	M_66	M_67	M_68	M_69	M_70	M_71	M_72	M_73	M_74	M_75	M_76	M_77	M_78	M_79	M_80	M_81	M_82	M_83	M_84	M_85	M_86	M_87	M_88	M_89	M_90	M_91	M_92	M_93	M_94	M_95	M_96	M_97
65	68	81	61	72	67	72	67	72	68	72	76	51	71	69	63	82	59	50	52	67	69	81	77	70	96	81	66	55	64	73	61	65	80	92	58	65	72	71	58	58	57	63	58	63	61	63	69	68	66	55	66	58	62	61	61	87	85	63	74	77	52	72	81	84	76	64	90	59	71	49	68	56	73	64	49	66	70	60	68	60	73	81	50	61	52	62	51	55	66	56	65	64	84	50	64	59
64	69	73	68	70	74	72	67	67	68	70	70	50	71	68	68	75	59	51	52	67	68	81	77	70	96	80	66	57	66	68	63	65	80	93	54	67	70	72	51	63	59	63	59	63	55	63	69	69	66	55	65	57	63	60	62	93	85	63	75	71	52	65	71	83	76	63	90	61	66	49	68	56	73	68	58	66	69	60	65	59	74	85	48	61	53	63	51	55	66	62	65	68	86	49	65	59
65	69	73	68	70	75	80	67	67	68	71	70	51	70	68	68	75	59	50	55	66	68	81	75	70	98	81	66	57	66	70	62	68	75	91	58	68	71	70	51	63	57	63	59	63	61	63	69	69	68	55	68	59	63	60	61	87	85	63	74	73	52	65	77	83	75	61	90	60	66	49	68	56	73	65	58	66	73	60	68	58	72	81	50	61	52	62	51	55	64	56	65	68	86	59	64	60
71	69	73	57	71	73	80	67	67	65	72	72	51	69	68	69	75	58	50	52	67	68	81	75	69	96	81	66	55	66	70	63	68	79	93	61	67	72	72	50	58	57	63	58	63	55	61	69	69	66	55	70	59	76	61	61	87	85	63	74	73	55	72	81	84	76	63	90	60	71	51	68	56	73	68	58	66	69	60	68	60	74	81	51	61	52	62	56	55	66	56	65	68	86	51	64	63
65	69	81	57	72	72	80	67	67	68	72	70	51	70	68	70	75	58	51	52	67	68	81	74	70	98	81	66	57	66	70	61	73	80	93	61	73	70	70	50	58	57	64	58	63	55	61	69	62	66	55	68	59	63	60	61	93	85	63	75	77	52	67	81	83	75	61	90	61	72	48	68	56	73	68	59	66	70	60	68	61	74	81	51	61	52	63	55	55	66	62	65	69	84	49	65	63
64	69	81	67	74	75	72	67	72	68	72	70	51	71	68	69	75	58	51	53	65	69	81	76	70	96	81	66	57	66	70	61	65	79	91	60	66	68	70	50	63	63	63	59	64	63	63	69	69	66	55	68	58	66	60	61	87	86	63	74	71	52	72	81	84	74	61	90	60	73	49	74	59	73	68	59	66	71	60	68	60	73	81	48	61	50	63	51	55	67	62	65	69	86	50	64	59
65	69	81	68	72	73	80	67	67	68	72	75	51	71	68	68	75	58	52	52	67	69	73	77	70	98	81	66	57	66	70	62	65	80	93	60	68	70	71	51	58	57	63	59	63	54	62	69	63	66	55	73	59	63	60	61	93	85	63	74	77	52	65	77	83	76	58	89	60	71	48	74	56	73	65	58	59	69	60	68	61	73	81	51	61	52	63	51	55	66	62	65	68	89	51	65	60
65	72	81	57	74	73	80	67	67	68	72	71	56	71	68	59	75	62	52	52	67	69	81	76	70	96	81	66	57	66	70	61	59	80	99	61	66	70	70	51	63	57	63	59	63	56	63	69	62	65	56	68	59	76	60	61	93	85	63	74	77	52	66	81	83	76	61	89	61	71	49	66	56	73	68	59	66	73	60	68	61	73	86	48	61	52	62	55	52	67	52	65	68	86	51	64	62
65	69	75	57	70	74	80	67	67	66	72	69	51	72	58	70	77	58	50	52	67	68	81	76	70	96	81	66	57	66	70	62	73	79	93	61	67	70	71	51	63	57	63	58	63	63	62	69	63	68	56	68	58	66	60	61	87	85	66	72	77	53	72	81	84	76	61	90	60	71	48	68	56	73	68	59	66	73	60	68	59	74	85	48	61	50	62	55	55	67	60	65	68	86	51	65	62
65	67	81	67	72	75	80	66	72	68	71	70	51	72	64	68	75	59	51	52	66	69	78	75	67	92	81	66	51	66	68	61	65	80	91	59	67	70	70	51	63	57	63	59	63	61	61	69	62	66	56	68	59	76	60	61	91	85	63	74	77	53	68	81	83	76	61	89	61	68	51	68	56	78	68	58	66	70	60	68	61	73	85	51	61	52	65	49	55	67	61	65	68	86	50	64	60
64	69	73	72	73	73	80	67	67	65	70	71	51	72	68	68	75	58	51	50	64	68	81	77	70	96	81	66	55	66	70	61	59	80	99	59	67	72	70	51	63	61	63	58	63	61	61	69	69	65	55	73	59	75	60	61	91	85	63	74	77	52	67	81	83	76	61	90	61	66	49	68	56	73	68	58	66	69	60	68	61	75	81	52	61	52	63	48	55	67	56	65	68	86	52	64	59
64	72	81	57	74	73	80	66	67	56	72	70	51	71	68	63	75	59	50	52	65	68	78	77	69	96	83	66	47	66	70	61	68	79	93	63	67	71	72	51	58	57	63	58	64	63	61	70	69	66	55	74	59	63	60	61	93	85	66	74	77	52	72	81	83	76	63	89	61	66	51	74	56	73	68	59	66	70	60	68	61	75	85	51	61	50	61	55	55	66	56	65	68	89	51	65	63
64	68	73	56	70	73	80	66	76	68	72	70	51	72	68	68	75	62	51	51	67	68	81	77	70	96	81	67	55	66	68	62	71	79	93	60	66	70	71	50	58	57	63	59	64	61	60	69	69	66	56	73	58	64	60	61	93	85	63	77	77	52	68	81	83	74	63	90	61	70	49	68	56	73	68	59	66	69	60	68	60	73	81	51	61	50	62	51	55	67	62	65	68	86	52	64	59
65	69	73	57	73	73	73	67	67	68	72	75	51	71	68	70	75	61	51	52	67	68	81	76	68	96	81	66	58	66	70	61	65	80	93	57	68	70	72	51	58	57	63	58	64	61	62	69	69	68	55	70	59	76	60	61	93	85	65	75	77	49	72	81	84	75	63	90	61	66	49	68	56	73	68	58	66	69	60	68	59	73	86	48	61	52	62	51	55	67	60	65	68	86	49	65	59
65	69	73	57	70	74	80	66	67	66	72	75	51	72	68	68	75	62	51	52	67	68	78	75	70	96	81	66	55	64	70	62	65	80	93	60	66	70	70	51	58	59	63	58	63	63	62	69	69	66	56	68	59	76	62	61	91	85	65	74	71	53	72	81	83	75	63	90	60	71	49	67	56	73	68	58	66	69	60	67	59	74	85	48	61	53	63	51	55	66	62	65	68	89	51	59	56
65	68	73	64	70	73	80	67	67	68	72	70	51	72	68	68	75	58	52	52	65	68	81	77	69	98	81	66	55	67	70	62	67	79	93	56	66	70	70	50	58	59	63	58	63	62	62	69	69	66	55	74	59	63	60	61	93	85	63	75	77	52	72	81	84	75	61	90	60	68	49	70	51	78	68	59	66	70	60	68	61	64	81	50	61	52	62	51	55	66	62	65	68	86	51	65	58
65	67	81	57	70	74	80	66	67	68	71	70	51	71	69	61	75	61	50	52	67	68	78	77	69	96	81	66	57	66	70	61	65	80	93	60	67	72	70	50	63	57	63	58	63	63	61	69	62	64	55	68	59	76	61	61	90	85	63	74	77	52	67	81	83	78	63	89	61	71	49	68	56	73	68	59	66	73	60	68	60	73	81	51	61	52	61	50	55	65	56	65	68	86	51	65	59
65	72	73	64	70	73	80	67	67	68	71	72	56	73	68	68	75	59	52	52	67	68	81	77	70	96	81	66	57	66	70	61	68	79	99	56	65	70	66	51	58	57	63	59	63	61	63	69	62	66	55	70	59	76	61	61	93	85	63	75	71	53	70	77	83	76	63	90	61	71	49	68	56	73	68	58	66	73	60	68	59	73	86	51	61	52	63	51	55	67	62	65	68	86	52	65	58
65	68	73	67	71	73	80	67	75	68	71	71	51	72	64	61	78	58	52	50	65	63	81	75	67	96	81	66	55	66	70	62	65	78	92	59	67	70	71	50	63	57	63	59	64	61	63	69	73	66	55	68	59	63	60	61	91	85	63	74	77	52	68	81	83	75	63	89	61	71	49	74	56	78	68	59	66	69	60	68	59	74	81	51	61	52	62	51	55	64	56	65	68	89	51	65	59
65	71	81	68	72	74	73	66	67	68	72	72	51	76	68	68	75	65	51	52	67	68	81	77	70	96	81	66	55	66	70	62	68	79	91	59	68	70	70	51	63	56	63	59	64	63	62	69	62	66	55	66	57	76	60	65	87	85	63	75	71	52	66	81	84	76	63	90	60	71	49	68	56	73	68	58	66	70	60	68	58	73	86	48	61	52	61	51	52	67	56	65	68	89	49	66	60
65	69	73	57	70	73	80	67	67	68	71	76	51	72	68	63	77	59	50	52	68	68	78	77	70	96	81	66	55	66	70	61	65	80	91	59	67	72	72	51	68	57	63	58	64	61	61	69	61	66	56	69	59	62	60	62	90	89	63	74	74	52	65	81	84	76	63	90	60	71	49	68	56	73	65	59	66	69	60	68	61	74	81	49	59	49	63	51	55	65	56	65	68	86	51	65	56
64	69	83	56	72	73	80	67	72	68	72	69	51	70	68	70	75	62	51	51	67	68	81	75	69	96	81	66	57	66	70	62	68	80	92	57	65	70	70	50	58	57	63	58	64	63	61	69	69	69	55	68	59	76	60	61	93	85	63	74	74	52	68	81	84	78	63	90	60	66	59	68	56	78	64	59	66	69	60	68	61	73	81	50	61	52	62	45	52	67	56	65	68	84	52	64	59
64	67	81	61	72	73	80	66	67	68	72	70	50	70	68	63	75	59	44	55	65	68	81	77	74	96	81	66	55	66	70	62	65	80	93	60	65	70	70	50	63	57	63	58	63	61	62	69	69	66	58	68	59	63	62	61	87	92	63	75	77	52	67	81	83	76	63	89	63	73	49	68	56	73	68	58	66	70	60	68	59	73	81	51	59	52	62	51	55	67	62	65	68	87	51	65	60
64	69	81	68	70	74	75	67	72	63	72	75	51	72	68	70	75	59	50	52	67	68	78	76	70	96	81	68	55	66	70	62	65	79	93	59	67	70	72	51	63	57	63	58	63	61	62	69	69	68	55	68	59	76	60	61	93	85	66	74	74	61	68	81	83	76	61	89	59	66	51	68	56	73	68	59	66	73	60	68	61	72	81	48	61	52	63	51	55	66	56	65	68	86	51	65	60
64	69	81	57	72	74	73	67	67	68	71	78	51	72	68	68	75	58	52	52	67	68	81	77	70	96	80	68	55	66	70	61	65	80	93	60	65	70	71	50	63	57	63	58	63	55	63	69	62	65	55	72	58	62	60	62	93	85	66	74	74	53	69	81	83	76	61	89	60	71	49	68	56	78	68	59	66	69	60	68	57	75	86	50	61	52	63	50	55	64	62	65	68	89	49	65	59
63	69	73	57	74	73	80	67	69	68	72	78	51	71	68	70	78	59	51	52	67	69	81	76	69	96	81	66	54	66	70	61	65	80	92	59	67	70	70	50	63	57	63	59	63	56	63	72	62	68	55	68	58	76	60	61	88	85	66	75	77	52	67	81	83	76	63	89	60	71	49	68	56	73	65	59	66	73	60	70	60	72	81	48	61	50	63	51	55	66	62	65	68	86	51	65	60
64	69	81	57	74	75	80	66	72	68	71	72	51	71	68	68	78	58	51	52	65	68	81	77	67	96	80	66	57	66	70	62	65	72	93	60	66	70	72	51	58	54	63	58	64	61	60	69	62	66	55	68	59	63	60	61	93	85	63	74	71	52	70	81	84	76	64	90	61	73	48	68	56	78	68	59	66	73	60	68	60	74	81	48	61	51	62	51	55	64	60	65	68	84	49	65	59
65	68	81	64	72	74	80	67	67	68	72	75	51	71	64	66	77	58	51	55	67	68	78	76	69	100	80	66	54	66	70	62	65	73	93	60	65	72	70	51	61	57	63	58	63	63	63	69	62	64	56	71	58	76	60	62	93	85	63	74	71	52	65	81	84	75	61	90	61	71	49	68	56	73	68	58	66	73	60	68	60	73	86	50	61	52	62	50	51	67	56	65	68	89	51	64	59
63	69	73	57	70	71	72	67	67	63	72	70	51	71	69	68	75	62	52	52	67	68	78	77	70	96	80	67	54	56	70	61	65	72	93	59	66	70	70	51	63	54	56	59	63	63	61	69	62	66	55	66	58	69	60	61	93	85	63	74	71	52	72	79	84	76	63	90	56	71	48	74	56	73	68	59	66	69	60	68	57	73	81	48	59	49	63	51	52	66	60	66	68	86	51	65	59
64	69	82	57	73	73	80	67	75	68	71	75	51	70	68	70	75	59	51	51	67	69	81	76	70	96	81	66	54	66	70	61	65	79	93	60	67	70	72	51	63	57	63	59	63	61	62	69	62	67	56	68	58	76	61	62	93	89	63	75	77	52	72	81	84	76	63	90	60	66	49	68	54	73	68	59	66	69	60	68	60	75	86	50	60	52	62	51	55	67	60	65	68	84	50	65	58
65	69	73	68	73	71	73	67	67	68	72	78	51	70	69	70	75	58	50	52	67	69	78	77	70	96	81	68	57	66	70	61	65	80	91	57	65	70	71	51	57	57	63	59	63	61	62	69	62	65	56	68	59	76	60	61	88	85	66	74	71	61	72	77	84	75	61	90	61	71	51	68	56	73	65	59	66	69	60	68	60	74	81	51	61	53	62	51	55	67	62	65	68	84	49	65	60
65	69	73	64	70	71	80	67	67	66	72	78	51	72	69	69	77	59	51	52	66	68	81	76	70	96	80	66	55	66	70	62	66	80	93	58	67	70	70	51	58	57	63	58	64	61	63	69	69	66	55	68	59	63	60	60	90	89	63	74	77	52	68	77	83	76	61	90	61	68	51	68	56	73	68	59	66	69	60	68	60	74	81	51	61	52	63	51	55	66	62	65	68	86	49	65	59
65	69	75	57	74	61	73	67	64	63	72	75	51	71	68	68	75	59	52	52	67	69	78	76	70	98	81	66	55	66	70	62	65	80	93	59	67	70	70	51	58	57	63	58	63	56	62	69	69	66	55	74	58	76	61	61	93	85	63	74	77	52	72	81	84	76	63	89	63	73	49	74	56	73	68	59	66	69	60	68	61	73	81	47	61	49	54	51	55	66	56	65	68	86	51	65	59
64	68	82	57	73	74	80	67	72	64	76	75	51	71	68	63	77	55	52	55	65	68	81	77	70	96	81	65	51	66	70	61	65	80	91	61	67	70	71	50	58	57	63	59	63	56	63	69	74	65	60	72	59	63	61	61	88	85	63	74	77	52	72	81	84	83	63	89	60	66	49	68	55	73	68	59	66	69	60	68	60	73	81	50	61	50	62	45	55	67	56	65	68	89	51	65	62
65	69	82	64	73	74	80	67	67	68	72	72	51	68	68	68	75	62	50	50	65	68	78	77	67	96	81	66	55	66	68	62	65	73	93	60	66	70	72	51	63	57	63	58	64	61	63	69	69	67	55	68	59	76	61	60	93	76	66	74	77	49	67	75	83	75	61	89	61	73	49	68	56	73	68	58	66	73	60	68	61	74	86	48	61	50	63	51	51	67	62	65	68	86	52	64	59
64	71	81	68	70	73	80	67	67	68	72	70	56	70	68	68	77	59	51	51	67	68	81	75	70	96	81	68	57	66	70	63	65	79	93	57	67	70	71	51	67	57	63	58	63	61	63	72	62	66	55	68	59	76	61	61	93	85	63	71	77	53	68	81	83	78	63	90	61	73	49	68	56	73	68	59	66	70	60	68	60	73	81	51	61	50	63	50	51	66	56	65	68	89	52	65	59
64	69	73	57	72	71	80	66	72	68	72	70	51	72	68	63	75	58	50	52	67	65	81	77	69	92	81	66	55	66	70	61	65	80	93	60	67	70	71	51	63	57	63	58	63	55	62	69	62	66	55	70	59	76	60	61	91	89	63	74	77	50	68	77	83	76	61	89	56	71	49	68	56	73	65	59	66	70	60	68	61	75	81	51	59	53	62	50	55	66	62	65	68	84	49	65	59
65	69	81	61	73	73	80	67	67	68	72	78	51	70	68	68	75	58	51	52	67	69	81	77	70	96	81	66	55	66	70	59	72	80	93	57	67	70	71	51	58	59	63	58	61	61	63	69	63	66	55	67	59	63	60	66	93	85	63	74	71	52	72	81	84	76	63	89	61	66	51	74	56	73	65	59	66	75	64	68	59	75	86	48	61	52	62	51	55	66	60	65	69	86	51	65	59
64	69	81	68	73	74	75	67	72	68	72	78	51	72	68	70	88	59	51	52	66	63	81	77	69	98	81	66	55	66	70	61	65	80	93	59	67	70	70	51	61	57	63	59	63	61	63	69	69	66	55	68	59	75	62	61	93	85	63	74	77	52	67	81	83	78	63	90	60	76	49	68	56	66	68	59	66	69	60	68	61	74	81	51	61	52	62	51	55	66	60	65	68	86	51	65	59
65	69	81	68	73	75	80	66	67	66	72	71	51	72	68	68	75	55	50	52	73	68	78	77	69	96	81	66	57	66	70	62	65	80	90	57	66	70	72	51	58	57	63	58	64	55	63	69	62	64	57	67	59	76	60	61	91	85	63	74	71	52	68	81	83	76	63	89	61	73	48	68	55	73	65	58	66	70	60	68	61	74	85	51	59	52	63	50	55	67	62	65	68	84	52	65	59
64	72	81	57	72	75	80	67	67	65	72	76	51	72	68	63	78	58	50	50	67	68	78	77	70	96	81	66	55	66	70	62	65	80	97	57	67	70	71	55	63	59	63	61	63	55	63	69	62	65	55	68	59	62	61	61	93	85	66	74	77	52	68	81	83	75	63	89	60	73	48	68	56	73	68	58	66	73	60	68	60	74	86	49	63	51	63	51	51	67	62	65	68	86	51	65	59
64	68	73	64	72	75	75	66	75	68	71	75	51	69	68	68	77	59	52	51	64	68	81	77	67	96	80	66	55	66	70	61	65	80	93	59	67	71	70	51	63	57	63	59	64	61	62	69	69	66	55	68	58	75	60	61	93	87	66	74	77	52	72	77	84	76	61	89	61	71	48	68	56	73	68	59	66	70	60	68	61	75	86	51	59	52	63	50	55	67	62	65	68	86	49	65	60
64	69	82	68	73	74	80	67	67	68	71	70	53	72	68	68	77	58	51	55	67	69	81	76	68	96	81	66	55	66	70	62	67	80	91	54	67	70	72	51	63	57	63	58	63	63	62	69	69	64	55	68	58	76	60	62	93	85	66	74	77	52	68	81	84	76	61	89	61	72	51	68	56	78	68	59	66	69	60	68	61	73	81	48	61	52	64	50	55	68	56	65	66	86	49	65	57
