M_1	M_2	M_3	M_4	M_5	M_6	M_7	M_8	M_9	M_10	M_11	M_12	M_13	M_14	M_15	M_16	M_17	M_18	M_19	M_20	M_21	M_22	M_23	M_24	M_25	M_26	M_27	M_28	M_29	M_30	M_31	M_32	M_33	M_34	M_35	M_36	M_37	M_38	M_39	M_40	M_41	M_42	M_43	M_44	M_45	M_46	M_47	M_48	M_49	M_50	M_51	M_52	M_53	M_54	M_55	M_56	M_57	M_58	M_59	M_60	M_61	M_62	M_63	M_64	M_65	M_66	M_67	M_68	M_69	M_70	M_71	M_72	M_73	M_74	M_75	M_76	M_77	M_78	M_79	M_80	M_81	M_82	M_83	M_84	M_85	M_86	M_87	M_88	M_89	M_90	M_91	M_92	M_93	M_94	M_95	M_96	M_97	M_98	M_99	M_100	M_101	M_102	M_103	M_104	M_105	M_106	M_107	M_108	M_109	M_110	M_111	M_112	M_113	M_114	M_115
142.026089655177	144.440368656433	140.346147259047	169.85116626851	144.964981191087	110.741827492325	160.175531200937	74.8024184709494	124.984336536738	91.8610362918015	181.392035867041	94.9523555137793	129.067851194009	120.119629718219	101.146447406136	113.107724793218	96.8509435020278	190.029794377885	117.783912712733	76.6020037718238	189.403974358821	127.034875462199	112.784486426295	116.567596877878	86.0499520534523	111.622743362093	105.455212548042	124.968205764146	102.895803538961	127.028905019031	187.740485418922	87.560544117589	77.7638925605712	142.036409390127	101.329563913315	107.793839265894	94.6238634516927	102.845784190316	136.539610403717	163.615585975297	91.3735291154621	130.523320895152	104.24753219427	107.400492311771	105.601164350822	85.8328824855663	164.037083059174	130.597193061137	114.147287531369	222.955263284811	118.807633959287	108.817162450335	107.686635172562	101.083621567063	112.078223481882	58.9540774376986	157.350882272617	128.541369081046	213.916513734683	186.994987697642	113.293985624378	141.852187578932	131.482588185978	134.083740393751	117.203804753594	157.8061708594	96.9279424267972	192.035899485281	167.836137705347	89.4259373578829	119.81069900141	61.3727059836353	132.154941480517	98.5684852270749	168.853536554185	99.3789110734189	110.670818103063	178.303782329944	132.307753489992	76.9385611342545	162.048169732945	104.030959670068	117.190534736037	99.6455542782885	159.173038997563	129.389410517534	177.323620614466	110.991780417897	228.07373118544	137.784302676141	100.747950554387	104.272040987855	128.491448235424	85.3107117619385	53.9138315625303	112.955788860525	143.343831592288	127.706617321019	153.852834858347	215.176628774607	207.53427248653	86.2498717083432	137.654249268357	191.367935195885	172.464752361304	133.888655690387	83.5081747102186	133.268204103156	109.664502838933	134.213923424116	212.523427258667	89.3619686525444	87.9991744264705	88.6485790661076	254.428037228567
142.026425305951	144.440368656433	140.346147259047	169.85116626851	159.65904547041	110.741827492325	160.175278945097	74.8024184709494	124.984336536738	91.8610362918015	181.392035867042	77.8182991233522	129.067851194009	120.119629718219	101.146447406136	113.107724793218	96.5019679931804	190.029794377885	117.783912712733	76.7721433061049	189.403974358821	127.034875462199	112.784486426295	116.567596877878	85.7694784580833	111.623520797968	105.455212548042	124.968205764146	102.895803538961	127.028905019031	187.740485418922	87.560544117589	77.1449944704849	142.036409390127	101.099803540453	107.793839265894	94.6238634516931	102.845784190316	130.831621108065	163.615585975297	93.5107460658585	130.523210894283	104.24753219427	107.400492311771	105.601164350822	85.8328824855663	164.037083059174	130.597193061137	114.147287531369	222.955263284811	118.807633959287	108.817162450335	107.686635172562	101.083621567063	112.078223481882	58.9540774376986	157.350882272617	128.541369081046	213.916513734684	186.994987697642	113.293985624378	141.852187578932	131.482588185978	134.083740393751	117.203804753594	157.8061708594	96.9279424267972	195.045029196174	167.836137705347	89.4260330617627	116.03390923069	78.7629757977825	132.154941480517	98.5684852270749	168.853536554185	99.3789110734189	110.670818103063	179.844559766959	132.307753489992	76.9385611342545	162.048169732945	104.02936620532	117.725590553531	99.6462772128114	159.173038997563	129.389410517534	177.323620614466	110.991780417897	228.07373118544	137.784302676141	103.24540967078	104.272040987855	151.353526484875	88.9026816075403	53.9138315625303	112.956428890692	149.833636345749	127.706617321019	153.852834858347	215.176628774607	207.508824296548	86.2498717083432	137.654249268357	171.533772359316	172.464752361305	133.888655690387	83.5081747102186	133.268204103156	109.669010431618	134.231313767881	212.523427258667	89.3619686525444	87.9991744264708	88.6485790661076	254.428037228567
142.026425305951	144.440368656433	140.346147259047	169.85116626851	147.0986116252	110.741827492325	160.175531200937	75.2337939716493	124.984336536738	91.8610362918015	181.392035867041	77.8182991233522	129.067851194009	120.119629718219	101.146447406136	113.107724793218	96.5019679931804	190.029794377885	117.783912712733	76.7721433061049	189.403974358821	127.034875462199	112.784486426295	116.567596877878	85.7694784580836	111.623520797968	105.455212548042	129.015167668407	102.895803538961	127.028905019031	187.740485418922	87.560544117589	77.1449944704849	179.11172998056	101.099803540453	107.793839265894	94.6238634516931	102.845784190316	136.539610403717	163.615585975297	91.1687638413916	130.523210894283	104.24753219427	107.400492311771	105.601164350822	85.8328824855663	164.037083059174	130.597193061137	114.147287531369	222.955263284811	118.807633959287	108.817162450335	107.686635172562	101.083621567063	112.078223481882	58.9540774376986	157.350882272617	128.541369081046	213.916513734684	186.994987697642	113.293985624378	141.852187578932	131.482588185978	134.083740393751	117.203804753594	157.8061708594	96.9279424267972	192.035899485281	167.836137705347	89.4260330617627	119.81069900141	61.3727059836352	132.154941480517	98.5684852270749	168.853536554185	99.378911073419	110.670818103063	178.303782329944	132.307753489992	76.9385611342545	162.048169732945	104.02936620532	117.190534736037	99.5111069834457	159.173038997563	129.389410517534	177.323494941011	110.991780417897	228.07373118544	137.784302676141	101.906092980612	103.825656873521	128.491448235424	88.9026816075403	53.9138315625303	112.956428890692	149.833636345749	127.706617321019	153.852593562405	215.176628774607	207.508824296548	86.2497430814544	137.654249268357	171.533772359316	172.464752361305	133.888655690387	83.5081747102186	133.268204103155	109.669010431618	142.095963749375	212.523427258667	104.997150112502	87.9991744264705	88.6485790661076	254.428037228569
142.026425305951	144.440368656433	140.346147259047	169.85116626851	144.964981191087	110.741827492325	160.15664117605	74.8024184709494	124.984336536738	91.8610362918015	181.392035867041	77.8182991233523	129.067851194009	119.400573077837	101.146447406136	113.107724793218	96.8509435020278	190.029794377885	117.783912712733	76.7721433061049	189.403974358821	127.034875462199	130.580477456129	116.567596877878	85.7694784580838	111.623520797968	105.455212548042	124.49956005603	102.895803538961	127.028905019031	187.740485418922	87.560544117589	77.1449944704849	142.036409390127	101.329563913315	107.793839265894	94.6238634516927	102.845657974952	136.539610403717	163.615585975297	92.8472485380818	130.523210894283	104.24753219427	107.400492311771	105.601164350822	85.8328824855662	164.037083059174	130.597193061137	114.147287531369	222.955263284811	118.807633959287	108.817162450335	107.219805591371	101.071115565363	112.078223481882	58.9540774376986	157.350882272617	128.541369081046	213.916513734684	186.994987697642	113.293985624378	171.988079100279	132.534416639698	134.083740393751	117.203804753594	157.8061708594	96.9279424267972	195.045029196174	167.836137705347	89.4260330617627	119.81069900141	61.3727059836353	132.154941480517	98.5684852270749	167.820674568397	99.3789110734189	110.670818103063	179.844559766959	132.307753489992	76.9385611342545	162.048169732945	104.02936620532	117.190534736037	99.5111069834457	159.173038997563	129.389410517534	177.323620614466	110.991780417897	228.045030562675	137.784302676141	100.747950554387	104.705522647828	128.491448235424	101.982191794013	53.1695083531752	112.956428890692	149.833636345749	127.706617321019	153.852834858347	215.176628774607	207.53427248653	86.2497430814544	137.654249268357	171.533772359316	168.737596090016	133.888655690387	83.5081747102186	133.268204103155	109.669010431618	134.231313767881	212.523427258667	89.3619686525444	87.9991744264705	88.6485790661076	254.428037228567
142.026425305951	144.440368656433	140.346147259047	169.85116626851	147.0986116252	110.793391015007	160.15664117605	74.8024184709494	124.984336536738	91.8610362918015	181.392035867042	77.8182991233524	129.067851194009	120.119629718219	101.146447406136	113.107724793218	96.8611109306075	190.029794377885	117.783912712733	76.7721433061049	189.623649138242	127.034875462199	112.784486426295	116.567596877878	85.7694784580833	111.623520797968	105.455212548042	124.968205764146	102.895803538961	127.028905019031	187.740485418922	87.560544117589	85.5856094553792	142.036409390127	101.329563913315	107.793839265894	94.6238634516933	102.845784190316	136.539610403717	163.615585975297	91.9933812157978	130.523320895152	104.24753219427	107.400492311771	105.601164350822	85.8328824855663	164.037083059174	130.597193061137	114.147287531369	222.955263284811	133.683710869187	108.817162450335	107.686635172562	101.083621567063	112.078223481882	58.9540774376986	157.350882272617	128.541369081046	213.916513734684	186.994987697642	113.293985624378	141.661315590186	131.482588185978	134.083740393751	117.203804753594	157.8061708594	96.9279424267972	195.045029196173	167.836137705347	89.4261787605372	119.81069900141	61.3727059836352	132.154941480517	98.5684852270749	168.853536554185	99.378911073419	127.332906552786	179.844559766959	132.307753489992	76.9385611342545	162.048169732945	121.225810049386	117.72559055353	99.5111069834457	159.173038997563	129.389410517534	177.323620614466	110.991780417897	242.610769174499	137.784302676141	110.648629113488	104.272040987855	128.491448235424	88.9026816075403	53.9138315625303	113.60935018523	149.833636345749	127.706617321019	153.852834858347	215.176628774607	207.508824296548	86.2497430814544	137.654249268357	171.533772359316	172.464752361305	133.888655690387	83.5081747102186	133.268204103155	109.664502838933	134.231313767881	212.523427258667	89.3628669076293	87.9991744264708	88.6485790661076	254.428037228567
142.026425305951	144.440368656433	143.114182504789	169.85116626851	147.0986116252	110.741827492325	160.175531200937	74.8024184709494	124.984336536738	91.8610362918015	181.392035867041	77.8182991233524	129.067851194009	120.119629718219	101.146447406136	113.107724793218	96.5019679931804	190.029794377885	118.18670928266	76.9468096404317	189.602566769819	127.034875462199	112.784486426295	116.567596877878	85.7694784580836	111.623520797968	105.455212548043	124.968205764146	102.895803538961	126.283683678327	187.740485418922	87.560544117589	77.144994470485	142.036409390127	101.329563913315	104.778626978736	94.6238634516931	102.844556214947	136.539610403717	163.615585975297	91.3735291154621	130.523210894283	104.24753219427	107.400492311771	105.601164350822	85.8328824855663	164.037083059174	130.597193061137	114.147287531369	222.955263284811	118.807633959287	108.817162450335	107.686635172562	101.083621567063	112.078223481882	58.9540774376986	157.350882272617	128.541369081046	213.916513734683	186.994987697642	113.293985624378	141.852187578932	131.482588185978	134.083740393751	117.203804753594	157.8061708594	96.9279424267972	195.045029196174	167.836137705347	89.4260330617627	119.81069900141	61.3727059836353	132.154941480517	98.5684852270749	168.853536554185	99.3789110734189	110.670818103063	179.844559766959	132.307753489992	76.9385611342545	178.389992527363	104.030959670068	117.72559055353	99.5105540020412	159.173038997563	129.389410517534	177.323620614466	111.221913804745	228.045030562675	137.784302676141	100.747950554387	104.705522647829	128.491448235424	88.9026816075403	53.9138315625303	112.956428890692	149.833636345749	127.706617321019	153.836058335538	215.176628774607	207.508824296548	86.2497430814544	137.654249268357	171.533772359316	172.464752361304	133.888655690387	83.5081747102186	133.268204103156	109.669010431618	134.229680262699	212.523427258667	89.3619686525444	87.9991744264708	88.6485790661076	254.428037228567
142.026425305951	144.440368656433	140.346147259047	169.85116626851	147.0986116252	110.741827492325	160.15664117605	74.8024184709494	124.984336536738	92.0877077287461	181.392035867041	77.8182991233524	129.067851194009	120.119629718219	101.146447406136	113.107724793218	96.8116095267442	190.029794377885	117.783912712733	76.7721433061049	189.403974358821	127.034875462199	112.784486426295	116.567596877878	85.7694784580833	111.623520797968	105.455212548043	124.968205764146	102.895803538961	127.028905019031	187.740485418922	87.560544117589	89.5374306364283	142.036409390127	101.329563913315	107.793839265894	94.6238634516927	102.845784190316	136.539610403717	163.615585975297	93.7268603390952	130.523210894283	104.24753219427	107.400492311771	105.601164350822	85.8328824855663	164.037083059174	130.597193061137	114.147287531369	222.955263284811	133.650955232108	108.816869205456	107.686635172562	101.083621567063	112.078223481882	58.9540774376986	157.350882272617	128.541369081046	213.916513734683	186.994987697642	113.293985624378	141.852187578932	131.482588185978	134.083740393751	117.203804753594	157.8061708594	96.9279424267972	195.045029196174	167.836137705347	89.4260330617627	119.807921921432	61.3727059836352	132.154941480517	98.5684852270749	168.853536554185	99.3789110734189	110.670818103063	179.844559766959	132.307753489992	76.9385611342545	162.048169732945	104.02936620532	117.722346685294	99.5111069834457	159.173038997563	129.389410517534	177.323494941011	110.938412892049	228.07373118544	137.784302676141	107.768617037013	104.272040987855	128.491448235424	88.9026816075404	53.9138315625303	112.955611075654	149.83363634575	127.706617321019	153.852593562405	215.176628774607	207.508824296548	86.2498717083432	137.654249268357	171.533772359316	168.737596090016	133.888655690387	83.5081747102186	133.268204103155	109.669010431618	134.231313767881	212.523427258667	89.3619686525444	87.9991744264708	88.6485790661076	254.428037228567
142.026425305951	144.440368656433	140.346147259047	169.85116626851	151.64405391958	110.741827492325	160.175531200937	74.8024184709494	124.984336536738	91.8610362918015	181.392035867041	77.8182991233523	129.067851194009	120.119629718219	101.146447406136	113.107724793218	96.8116095267442	190.029794377885	117.783912712733	76.6020037718238	189.403974358822	127.034875462199	112.784486426295	116.567596877878	85.7694784580838	111.623520797968	105.455212548042	124.968205764146	102.895803538961	127.028905019031	187.740485418922	87.8097039143748	85.5856094553792	142.036409390127	101.307771129177	107.793839265894	94.6238634516927	102.845784190316	147.965307043131	163.615585975297	93.5107460658585	130.523320895152	104.24753219427	107.400492311771	105.601164350822	85.8328824855662	164.037083059174	130.597193061137	114.147287531369	239.585958914448	118.807633959287	108.817162450335	107.686635172562	101.083621567063	112.078223481882	58.9540774376986	157.350882272617	128.541369081046	213.916513734684	186.994987697642	113.293985624378	141.852187578932	148.734301820281	134.083740393751	117.203804753594	157.8061708594	96.9279424267972	195.045029196173	167.836137705347	89.4260330617627	119.81069900141	61.3727059836352	148.46313731124	98.5684852270749	168.853536554185	99.3789110734189	110.670818103063	179.844559766959	132.307753489992	76.9385611342545	162.048169732945	104.030959670068	117.190534736037	99.5111069834457	159.173038997563	129.389410517534	177.323620614466	110.991780417897	228.07373118544	154.839523904721	106.529236585867	104.272040987855	128.491448235424	88.9026816075403	53.9138315625303	112.956428890692	149.83363634575	127.706617321019	153.852834858347	215.176628774607	207.508824296548	86.2497430814544	137.654249268357	171.533772359316	172.464752361305	133.888655690387	83.5081747102186	133.268204103155	109.669010431618	134.231313767881	212.523427258667	89.3628669076293	103.706362344289	88.6485790661076	254.428037228567
142.026425305951	144.440368656433	140.346147259047	169.85116626851	147.0986116252	110.741827492325	160.175278945097	74.8024184709494	124.984336536738	91.8610362918015	181.392035867042	77.8182991233522	129.067851194009	120.119629718219	101.146447406136	113.107724793218	96.8116095267442	190.029794377885	117.783912712733	76.6020037718238	189.602566769819	127.034875462199	112.784486426295	116.567596877878	85.7694784580833	111.623520797968	105.455212548042	124.968205764146	102.895803538961	126.283683678327	187.740485418922	87.560544117589	85.5856094553792	142.036409390127	101.329563913315	104.503668178616	94.6238634516927	102.945218470854	136.539610403717	163.615585975297	93.510746065858	130.523320895152	104.24753219427	107.400492311771	105.601164350822	85.8328824855662	164.037083059174	130.597193061137	114.147287531369	222.955263284811	118.807633959287	125.482589594636	107.686635172562	101.071115565363	112.078223481882	58.9540774376986	157.350882272617	128.541369081046	213.916513734684	186.994987697642	113.293985624378	141.852187578932	131.482588185978	134.083740393751	117.203804753594	157.8061708594	96.9279424267972	195.045029196174	167.836137705347	89.4260330617627	119.81069900141	61.3727059836352	132.154941480517	98.5684852270749	169.033817728687	99.3789110734189	110.670818103063	179.844559766959	132.307753489992	76.9385611342545	162.048169732945	104.02936620532	117.190534736037	99.5105540020412	159.173038997563	129.389410517534	177.323620614466	110.938412892049	228.045030562675	137.784587887538	107.899342459805	104.272040987855	128.491448235424	88.9026816075404	53.9138315625303	112.956428890692	149.83363634575	127.706617321019	153.852593562403	215.176628774607	207.53427248653	86.2497430814544	137.654249268357	171.533772359316	173.422231274635	133.888655690387	83.5081747102186	133.268204103155	109.669010431618	134.231313767881	212.523427258667	89.3619686525444	87.9991744264708	88.6485790661076	254.428037228567
142.213998340442	144.440368656433	140.346147259047	169.85116626851	147.0986116252	110.741827492325	160.156388979705	74.8024184709494	124.984336536738	91.8610362918015	181.392035867042	77.8182991233524	129.067851194009	120.119629718219	101.146447406136	113.107724793218	96.8116095267442	190.029794377885	117.783912712733	76.6020037718238	189.403974358821	131.06240323294	112.784486426295	116.567596877878	85.7694784580833	111.624328949916	105.455212548042	124.968205764146	102.895803538961	126.283683678327	187.740485418922	87.560544117589	87.5937662457006	142.036409390127	101.307771129177	108.07820299717	94.6238634516933	102.845784190316	136.539610403717	163.615585975297	93.5107460658586	130.523320895152	104.227435904917	107.400492311771	105.601164350822	85.8328824855663	164.037083059174	130.597193061137	114.147287531369	222.955263284811	118.807633959287	108.817162450335	107.686635172562	101.083621567063	112.078223481882	73.9027223044846	157.541753602719	128.541369081046	213.916513734684	186.994987697642	113.293985624378	158.626742606974	131.482588185978	134.083740393751	117.203804753594	157.8061708594	96.9279424267972	195.045029196173	167.836137705346	89.4260330617627	119.81069900141	61.3727059836353	132.154941480517	98.5684852270749	168.853536554185	99.378911073419	110.670818103063	179.844559766959	132.307753489992	76.9385611342545	162.048169732945	104.02936620532	117.302642430427	99.5111069834457	159.173038997563	129.389410517534	177.323620614466	111.221913804745	228.045030562675	137.784302676141	100.747950554387	103.825656873521	128.491448235424	88.9026816075403	53.9138315625303	112.956428890692	149.833636345749	127.706617321019	153.852834858347	215.176247977667	207.53427248653	86.2498717083432	137.654249268357	171.533772359316	172.464752361305	133.888655690387	83.5081747102186	138.934704295763	109.669010431618	134.231313767881	212.523427258667	89.3628669076293	87.9991744264705	88.6485790661076	254.428037228567
