M_1	M_2	M_3	M_4	M_5	M_6	M_7	M_8	M_9	M_10	M_11	M_12	M_13	M_14	M_15	M_16	M_17	M_18	M_19	M_20	M_21	M_22	M_23	M_24	M_25	M_26	M_27	M_28	M_29	M_30	M_31	M_32	M_33	M_34	M_35	M_36	M_37	M_38	M_39	M_40	M_41	M_42	M_43	M_44	M_45	M_46	M_47	M_48	M_49	M_50	M_51	M_52	M_53	M_54	M_55	M_56	M_57	M_58	M_59	M_60	M_61	M_62	M_63	M_64	M_65	M_66	M_67	M_68	M_69	M_70	M_71	M_72	M_73	M_74	M_75	M_76	M_77	M_78	M_79	M_80	M_81	M_82	M_83	M_84	M_85	M_86	M_87	M_88	M_89	M_90	M_91	M_92	M_93	M_94	M_95	M_96	M_97	M_98	M_99	M_100	M_101	M_102	M_103	M_104	M_105
78	70	53	72	56	67	69	64	91	84	81	81	67	73	86	82	91	87	67	66	68	62	56	65	70	69	61	73	74	57	74	63	67	63	82	67	58	72	70	56	87	84	89	70	70	67	67	72	59	66	71	71	76	76	73	66	72	71	74	79	65	77	63	68	67	61	71	81	66	66	77	68	71	61	65	72	68	71	79	54	65	59	62	74	66	53	65	64	85	68	76	76	73	61	103	116	95	77	68	71	86	56	72	79	65
75	70	55	72	55	62	69	64	91	84	76	80	66	73	86	82	88	87	64	67	68	61	58	56	71	69	60	73	75	57	75	63	68	63	81	67	59	72	70	56	87	84	89	70	71	67	63	72	59	70	71	71	79	74	72	66	72	71	74	79	65	80	64	68	66	63	71	81	66	66	62	68	71	61	65	73	68	71	79	53	65	60	61	74	64	47	62	65	85	76	76	76	73	62	105	116	95	77	68	73	82	56	73	79	65
78	68	55	73	56	62	72	64	92	86	81	80	64	73	86	84	89	87	62	67	68	61	58	56	71	70	60	70	74	57	74	61	69	63	83	69	58	72	70	55	87	82	89	70	71	67	67	72	59	66	71	71	77	74	73	66	72	71	74	78	65	80	63	60	67	61	72	81	66	66	77	68	71	57	64	72	68	71	79	52	65	60	62	74	64	46	65	69	87	78	76	76	74	61	105	116	95	77	68	74	86	56	73	79	65
78	65	55	73	57	62	67	64	86	86	81	80	66	73	86	82	89	87	67	67	68	61	58	63	69	69	60	70	74	50	75	67	68	61	81	71	59	72	62	56	87	84	89	70	71	67	63	69	59	66	71	72	76	76	72	66	72	71	74	79	65	80	63	68	67	63	72	81	66	63	77	65	71	57	63	72	68	71	79	53	65	60	61	74	64	50	66	63	85	80	76	76	73	61	105	116	95	77	68	74	86	56	70	79	67
71	68	58	72	56	62	67	64	91	86	81	78	66	72	86	82	90	87	64	66	68	63	58	65	69	69	58	73	74	57	75	69	68	63	83	67	57	72	70	56	87	84	89	70	71	56	67	72	59	70	71	75	76	85	73	66	71	71	74	79	65	77	63	68	64	61	72	81	66	63	77	68	71	61	65	73	68	71	79	53	65	62	62	74	64	49	63	64	87	78	76	76	74	61	105	118	95	77	68	73	82	56	73	79	65
78	68	55	73	55	67	67	62	91	86	81	78	67	72	86	82	91	87	67	67	68	63	58	63	71	69	60	71	76	57	74	61	73	63	81	67	61	71	70	56	87	84	89	62	71	67	67	71	59	66	71	71	76	72	72	64	72	71	74	79	65	77	63	68	69	61	71	81	66	66	77	55	71	57	65	72	68	71	79	55	65	59	61	74	65	53	65	69	85	80	76	76	73	62	103	116	96	74	68	74	86	56	73	79	65
73	70	56	73	56	62	67	64	91	86	81	78	66	72	86	79	90	87	64	67	68	62	58	65	70	69	61	72	74	57	75	61	69	63	83	67	58	72	68	57	87	84	89	70	71	67	67	72	59	70	71	71	76	72	72	66	72	71	74	79	65	80	63	68	67	63	72	81	66	63	77	68	71	57	64	73	68	71	77	55	65	61	62	74	64	55	66	64	87	80	76	76	74	62	103	116	95	77	68	74	86	56	73	71	65
73	70	55	73	56	67	72	64	91	86	81	78	67	73	86	82	89	87	67	66	68	61	58	63	71	69	61	73	74	57	74	67	68	63	81	67	58	72	70	57	87	84	89	70	69	67	63	72	59	66	71	71	76	74	72	66	72	71	74	79	65	77	63	68	67	63	71	81	66	64	76	68	71	57	65	72	68	71	78	55	65	60	62	74	64	53	66	66	87	76	76	76	68	61	105	116	95	73	67	70	82	56	73	71	65
78	68	55	73	56	62	67	64	91	84	81	80	67	73	86	82	90	87	67	66	68	61	58	56	69	69	60	75	74	47	74	63	69	63	83	67	57	72	70	58	87	84	89	70	69	67	67	70	59	66	71	71	76	74	73	66	72	71	74	78	65	80	64	68	65	61	71	81	66	63	77	68	71	61	65	72	68	67	77	57	65	59	62	74	65	53	62	69	85	80	81	76	73	61	105	116	95	77	68	74	86	56	72	76	65
78	68	55	73	56	62	67	64	91	84	81	78	67	73	86	82	89	87	62	67	68	63	58	51	71	69	60	71	74	55	75	69	68	63	83	67	57	72	70	56	87	84	89	70	71	67	63	72	59	66	71	71	76	70	72	66	72	71	75	78	65	80	62	68	67	63	71	81	66	66	74	68	71	57	65	64	68	71	78	51	65	60	61	74	66	55	61	69	85	76	76	76	73	61	103	116	95	77	67	74	86	56	72	79	65
78	70	55	70	54	62	69	64	92	86	81	78	67	73	86	76	89	87	64	67	68	61	58	63	71	66	60	73	76	55	75	63	69	63	83	67	60	72	70	58	87	83	89	70	70	67	67	72	59	70	71	72	76	76	72	66	72	71	74	77	65	80	63	67	67	61	72	77	66	66	77	63	71	59	65	73	68	66	79	56	65	61	62	74	65	52	65	69	85	76	76	76	73	61	103	118	96	74	68	74	86	56	74	79	65
71	68	55	71	55	62	67	64	91	86	81	76	66	73	86	82	91	87	64	66	68	61	58	63	69	69	61	73	74	57	74	63	68	63	83	67	57	72	70	56	87	84	89	70	68	67	64	72	59	75	71	73	76	76	72	66	72	71	74	79	65	80	63	66	51	63	72	81	66	74	80	68	71	57	65	73	68	71	79	53	65	58	67	74	65	53	65	69	85	80	76	76	82	62	103	116	95	77	68	73	82	56	73	79	65
78	68	55	73	56	62	72	64	91	86	76	80	66	72	83	81	90	87	64	67	68	63	58	56	71	69	61	73	74	57	74	62	72	63	83	67	61	72	70	55	87	84	89	70	71	67	63	72	59	66	71	75	76	74	72	66	72	71	74	79	65	77	64	68	64	63	71	81	66	63	76	68	71	61	65	71	68	70	78	52	65	60	61	74	65	54	65	69	87	78	76	76	63	61	103	116	95	77	68	73	86	56	73	79	65
74	70	55	72	56	62	72	64	91	86	81	80	66	72	86	79	91	81	64	66	68	61	51	66	71	69	57	70	74	55	74	63	72	61	83	67	60	72	70	56	87	84	89	70	71	67	63	72	59	70	72	71	76	72	72	77	72	71	74	79	65	80	63	68	67	61	72	81	66	66	76	67	71	57	63	70	68	71	79	53	65	60	61	74	65	55	63	64	87	80	76	76	73	61	105	116	96	77	68	74	86	56	74	80	65
73	68	55	72	56	67	67	61	87	86	81	80	66	73	86	82	96	87	64	66	68	61	58	63	71	69	59	73	74	47	70	63	72	63	81	67	60	75	70	58	87	84	89	70	71	67	67	76	59	66	71	71	76	76	72	66	72	71	74	79	65	80	63	68	67	61	71	81	66	66	74	68	71	61	63	73	68	71	79	52	65	60	67	74	64	53	70	64	87	80	76	76	73	61	102	116	96	77	71	74	86	56	73	79	65
78	68	55	73	56	62	67	64	91	84	76	77	67	73	86	84	89	87	67	67	68	61	58	63	70	69	60	70	74	57	75	66	69	63	83	69	58	72	70	56	87	84	89	70	71	67	67	72	59	66	71	71	76	74	73	66	72	71	74	79	65	77	64	68	68	63	72	81	66	66	76	68	71	61	65	70	68	71	79	58	63	56	61	74	67	55	61	69	85	80	76	76	73	62	105	116	95	77	68	74	86	56	73	79	65
80	70	55	72	56	62	67	64	91	84	76	80	66	73	86	82	91	87	58	66	68	63	55	56	71	69	61	71	75	55	74	63	76	59	83	67	58	75	70	57	87	80	89	70	71	69	63	72	59	69	71	75	76	72	72	66	72	71	70	79	65	76	63	68	67	63	72	81	66	63	76	63	71	61	65	69	68	71	78	53	65	59	62	67	64	55	62	66	85	75	76	76	73	61	102	116	95	77	67	74	82	56	73	79	65
78	68	55	72	56	62	67	64	91	84	81	78	66	72	86	79	90	79	67	66	68	62	58	63	69	69	61	73	74	55	75	67	67	63	83	67	59	75	70	56	87	84	89	70	71	67	67	72	59	66	71	71	76	76	73	66	72	71	74	79	65	77	63	68	67	63	71	78	66	66	77	68	71	61	65	72	68	71	79	56	65	55	62	74	65	55	65	64	85	76	76	76	73	61	105	118	95	77	67	73	82	56	74	79	65
80	70	56	72	56	62	67	64	91	86	81	80	66	72	86	84	89	87	67	67	68	62	58	63	70	69	59	75	74	53	74	69	67	63	83	69	57	72	68	56	87	84	77	69	70	67	67	70	59	70	71	71	76	76	72	65	72	71	74	79	65	78	63	69	67	63	74	81	66	66	77	68	71	61	65	71	68	71	80	56	65	59	61	74	67	50	65	69	87	78	76	76	73	61	103	109	95	77	68	73	82	56	73	79	65
78	68	55	70	57	62	67	64	91	86	76	78	66	72	86	82	91	87	62	66	68	62	58	63	71	69	53	73	74	57	75	63	69	63	83	69	57	73	70	56	87	84	89	70	71	67	63	72	59	66	71	71	76	76	73	66	72	71	74	75	65	77	63	68	61	63	71	78	66	63	69	62	71	57	65	73	68	71	80	52	65	59	61	74	65	54	65	62	85	80	76	76	74	62	103	116	95	77	68	73	82	56	72	79	65
78	70	56	67	56	67	72	64	91	86	81	80	66	72	86	79	89	87	59	66	68	61	58	63	71	64	60	71	74	47	74	63	72	63	83	67	58	72	70	56	87	84	89	70	71	67	67	72	65	66	71	71	76	72	73	66	72	71	80	79	63	77	63	63	67	61	71	81	66	64	76	67	71	57	65	72	68	66	79	56	65	60	62	65	64	55	59	64	85	80	76	76	74	61	103	116	95	77	68	74	83	56	73	74	65
78	68	55	72	56	62	67	64	91	86	81	78	67	73	86	80	89	87	64	67	68	63	57	63	71	69	60	72	74	57	75	63	68	63	81	69	62	72	70	56	87	84	89	70	71	67	67	72	59	66	71	75	76	74	72	66	72	71	74	79	70	81	64	65	67	63	72	81	66	66	77	55	71	59	65	67	68	71	73	53	65	60	62	74	65	55	65	69	87	80	76	76	74	62	103	116	95	77	67	74	86	56	66	79	67
78	71	55	73	56	62	72	64	91	86	76	78	67	81	86	82	89	87	63	67	68	63	58	63	70	68	59	72	74	57	75	61	69	63	83	69	59	72	70	58	87	84	89	70	71	67	63	72	59	66	71	71	76	76	73	66	72	71	74	77	65	80	62	68	61	63	72	81	66	66	76	67	71	57	63	73	68	71	79	56	65	59	61	74	64	55	65	69	85	75	76	77	73	61	105	116	81	77	68	73	82	52	72	79	65
73	68	55	73	55	62	72	64	87	86	76	78	67	72	85	81	89	87	67	67	68	61	58	56	69	69	61	72	66	54	75	63	67	64	83	69	57	75	70	56	83	82	89	70	69	67	67	72	59	66	71	71	76	74	73	66	72	71	74	79	63	80	63	68	67	61	72	81	66	63	74	68	71	59	65	68	68	71	79	53	65	62	61	70	66	55	65	66	85	75	76	76	74	61	105	116	95	77	67	74	86	56	73	71	65
78	68	55	72	56	62	68	64	91	86	81	78	67	73	86	82	89	87	67	66	68	63	58	63	70	69	57	75	74	57	74	67	69	63	81	69	59	71	70	56	87	79	89	70	71	67	63	72	59	70	71	71	76	72	73	66	72	71	74	78	65	80	63	68	51	61	72	81	66	64	77	68	71	57	62	71	68	71	79	58	65	60	61	70	64	55	65	69	85	80	76	76	73	61	105	116	95	77	68	74	99	56	72	79	67
78	68	55	73	54	62	69	64	91	86	81	78	67	73	86	84	89	87	67	67	68	63	58	65	71	69	61	73	74	57	74	61	68	63	83	69	58	73	70	56	87	84	89	71	70	67	67	72	59	66	71	71	76	74	73	66	68	71	74	79	65	77	63	68	67	63	72	81	66	63	77	68	71	61	65	73	68	67	79	52	65	61	62	74	65	55	65	64	85	78	76	76	73	62	103	118	95	77	67	74	82	56	73	79	67
78	70	55	73	55	62	72	64	91	84	81	81	66	73	86	82	89	87	63	66	68	63	58	56	71	69	60	72	74	57	75	63	63	63	83	67	59	72	70	57	87	84	89	70	71	67	63	72	59	66	71	75	76	82	72	66	72	71	74	78	65	77	64	68	67	63	71	81	66	66	77	68	71	61	64	70	68	71	78	55	65	59	61	74	64	55	65	66	87	75	76	76	74	61	103	116	96	77	67	74	82	56	72	79	65
78	70	51	72	55	62	69	64	91	84	81	78	66	73	86	84	89	87	59	66	68	63	58	63	71	69	60	73	74	57	74	63	67	63	83	67	57	72	70	56	87	84	89	70	69	67	63	72	59	70	71	71	80	72	72	66	72	71	74	79	65	77	63	68	60	61	71	81	66	63	72	68	71	61	63	73	68	71	78	56	65	56	62	74	66	55	65	69	85	80	76	76	74	60	105	116	96	77	68	73	82	56	73	79	65
68	71	55	72	57	62	67	64	91	86	81	80	67	81	86	79	91	87	67	66	68	61	58	56	71	69	61	73	74	55	75	69	70	63	83	70	59	72	70	57	87	84	89	70	71	67	63	72	59	66	71	71	76	74	80	66	72	71	74	79	65	77	63	68	67	63	72	81	66	74	77	68	72	57	65	72	68	71	79	53	65	61	67	74	64	53	65	66	87	75	76	76	73	61	103	116	96	77	68	74	84	56	73	79	65
75	67	56	71	55	62	72	64	91	86	81	80	66	73	86	79	91	87	64	67	68	62	58	63	71	69	57	72	74	55	75	66	68	59	83	69	57	71	70	56	87	84	89	70	68	67	63	72	59	66	71	71	76	76	73	66	72	71	74	78	65	77	63	68	67	63	71	76	66	66	74	68	71	61	65	71	68	71	79	54	65	59	62	74	64	55	62	65	87	80	76	78	73	61	105	116	95	77	66	74	82	56	72	79	65
73	70	55	71	56	67	72	64	91	86	76	80	67	72	86	82	89	87	62	67	68	62	58	56	69	69	60	73	74	55	74	63	72	63	83	67	59	73	70	56	87	84	89	70	71	67	63	72	59	69	71	71	80	74	72	66	72	71	74	78	65	73	64	68	67	63	72	81	66	66	77	68	71	61	63	67	68	71	78	56	65	62	62	74	64	55	62	66	85	76	76	76	73	61	103	116	96	77	66	73	86	56	72	79	65
78	68	55	73	56	67	72	64	91	84	81	78	66	73	86	76	90	87	67	67	68	63	58	56	69	69	60	74	76	57	75	63	68	63	83	67	58	72	70	56	87	84	89	70	69	65	62	72	59	70	71	71	76	72	72	66	72	71	74	79	65	80	64	68	67	58	71	81	66	66	76	68	71	57	64	70	68	63	79	52	63	58	61	74	64	55	63	69	87	80	76	76	73	61	103	116	95	77	65	74	86	56	73	79	65
80	68	55	72	56	62	72	64	91	84	81	80	66	72	86	79	89	87	57	67	68	62	58	63	69	69	61	71	74	57	75	63	69	63	83	69	59	75	70	57	87	81	89	70	71	67	63	72	59	70	71	75	75	76	78	66	72	71	74	79	65	77	63	68	68	63	72	81	66	63	77	68	71	57	65	72	68	71	80	48	65	60	61	74	66	55	65	69	85	80	76	76	74	62	105	116	96	77	67	74	86	56	72	80	65
78	68	55	70	55	67	67	62	91	86	81	78	66	72	86	82	91	87	67	67	68	63	56	63	69	69	61	73	74	57	74	63	72	63	83	67	57	72	70	56	87	84	89	70	68	67	67	72	59	64	75	75	76	72	72	66	72	71	74	78	65	77	62	68	67	61	72	76	63	66	77	65	71	61	65	72	68	71	78	55	65	59	62	74	64	55	61	64	85	80	76	76	74	61	105	116	95	77	68	72	82	56	71	79	65
78	70	55	73	56	67	72	63	91	86	78	81	67	73	84	82	90	87	67	66	68	62	58	51	69	69	61	71	74	55	74	64	69	63	83	67	58	72	70	56	87	84	89	70	71	67	67	72	59	66	71	71	76	72	73	66	70	71	74	79	65	80	63	68	67	61	72	81	66	76	74	66	71	61	63	73	68	71	79	55	65	60	62	74	64	53	65	69	87	80	76	76	73	61	103	116	95	77	68	73	86	56	72	79	65
78	68	55	72	56	62	67	59	91	84	81	78	67	72	86	82	91	87	64	66	68	62	58	63	70	69	60	71	74	57	65	63	67	63	83	67	57	73	70	56	87	81	77	70	71	67	67	72	59	66	71	75	76	72	82	66	72	71	74	79	65	78	63	68	68	61	72	81	66	66	74	68	71	57	65	72	68	71	78	55	65	60	62	74	64	55	65	64	87	80	76	76	73	61	105	116	96	77	68	74	86	56	72	79	65
73	68	56	73	56	62	67	64	91	84	81	78	67	72	86	79	89	76	64	67	68	62	58	63	69	67	60	72	74	57	74	63	68	63	83	67	58	72	70	57	87	84	89	70	70	67	67	72	59	70	71	71	67	72	72	66	72	68	74	79	65	80	63	68	69	61	72	81	66	63	76	68	71	61	63	73	68	71	78	55	65	60	61	74	65	55	65	69	85	80	75	76	73	61	103	116	95	77	68	74	86	56	73	79	64
77	68	55	71	55	62	71	64	91	86	76	80	66	72	86	82	89	87	67	66	65	62	58	56	69	69	61	71	74	57	75	69	70	63	83	69	58	72	70	57	87	84	89	70	69	66	63	72	59	66	71	71	76	72	72	66	72	71	74	79	65	80	60	64	69	63	72	81	66	63	73	68	71	61	65	67	68	71	78	53	65	56	61	74	66	55	62	66	85	76	76	76	73	61	99	116	95	77	67	73	86	56	73	79	65
78	70	55	71	56	64	67	64	91	86	81	78	66	73	86	84	91	87	67	66	68	61	58	63	70	69	61	70	74	47	74	66	69	63	83	70	57	72	70	56	87	84	87	69	70	67	67	71	59	66	71	75	76	76	72	66	72	71	74	79	65	77	63	68	67	63	74	81	66	66	77	67	71	61	65	67	68	71	79	53	65	59	62	74	64	53	66	64	85	80	76	78	74	61	105	112	95	77	68	74	86	56	73	79	67
78	68	55	72	56	67	69	61	87	86	76	78	66	72	86	79	89	87	64	67	68	63	58	55	70	69	60	70	74	57	74	63	68	63	83	67	57	73	70	53	85	83	89	70	67	67	63	72	59	66	71	71	76	76	72	66	72	71	74	79	55	77	64	69	67	59	68	77	66	63	77	68	71	59	65	73	68	71	78	53	65	60	67	74	65	55	65	69	87	80	76	76	73	62	103	116	95	77	68	74	82	56	72	79	65
80	68	55	71	56	62	75	64	91	84	81	80	67	72	86	82	91	87	67	67	68	62	58	65	70	69	61	73	74	57	74	63	73	63	83	67	57	73	70	56	87	84	89	70	69	67	67	71	59	70	71	75	76	76	73	66	72	71	74	79	65	76	63	68	67	63	72	79	66	63	79	68	71	61	65	67	68	71	79	55	65	60	62	74	66	55	65	64	87	78	76	76	73	61	103	116	81	77	68	73	82	56	69	80	65
78	68	55	72	56	67	67	64	91	86	81	80	67	73	86	82	90	87	64	66	68	61	58	63	61	69	61	72	74	53	74	63	67	63	83	69	59	75	70	55	87	82	89	70	71	57	67	71	59	70	71	71	74	72	72	66	72	71	74	79	65	81	64	68	67	61	71	81	66	66	77	68	71	61	65	73	68	71	79	56	65	55	61	74	64	53	66	69	85	75	76	76	74	61	103	118	95	77	66	69	82	56	73	79	65
78	67	56	72	56	62	72	64	91	86	81	80	67	72	86	82	91	87	67	67	68	63	52	63	65	69	60	75	74	55	74	61	72	63	83	67	59	72	70	55	87	84	89	76	71	66	67	72	59	70	68	67	76	74	72	66	72	71	74	79	63	77	63	68	67	63	72	81	66	66	76	67	71	57	63	73	68	71	79	55	65	60	62	74	65	55	65	69	87	78	76	74	74	61	105	118	95	77	68	74	86	56	73	79	65
78	70	55	72	56	62	65	64	91	86	81	78	66	73	86	82	89	87	67	66	68	61	58	63	70	69	61	73	74	57	74	63	69	52	83	67	59	75	67	56	87	84	89	70	71	67	67	72	59	66	71	73	76	76	72	66	72	71	74	79	65	77	63	68	67	61	71	81	66	63	77	68	71	61	65	73	68	71	78	54	65	60	61	74	65	53	65	69	87	80	76	76	73	61	105	116	95	77	65	74	86	56	72	80	65
